t_ms,host_time_iso,true_distance_cm,raw_cm,ema_cm,lp_cm,median_cm,outlier_cm,kalman_cm
3813,2025-09-21T16:50:21.416,200.0,194.790,134.964,134.964,194.652,194.790,126.448
3913,2025-09-21T16:50:21.516,200.0,198.957,150.963,150.963,194.790,198.957,129.902
4013,2025-09-21T16:50:21.616,200.0,195.373,162.065,162.065,194.790,195.373,132.998
4113,2025-09-21T16:50:21.716,200.0,196.539,170.684,170.684,195.373,196.539,135.982
4213,2025-09-21T16:50:21.833,200.0,-1.000,170.684,170.684,195.373,194.652,135.982
4313,2025-09-21T16:50:21.933,200.0,-1.000,170.684,170.684,195.373,194.652,135.982
4413,2025-09-21T16:50:22.003,200.0,0.051,128.026,128.026,195.373,194.652,129.704
4513,2025-09-21T16:50:22.116,200.0,196.453,145.132,145.132,196.453,196.453,132.773
4613,2025-09-21T16:50:22.233,200.0,-1.000,145.132,145.132,196.453,194.790,132.773
4713,2025-09-21T16:50:22.332,200.0,-1.000,145.132,145.132,196.453,194.790,132.773
4813,2025-09-21T16:50:22.403,200.0,0.051,108.862,108.862,195.373,194.790,126.742
4913,2025-09-21T16:50:22.515,200.0,193.984,130.143,130.143,193.984,193.984,129.788
5013,2025-09-21T16:50:22.632,200.0,-1.000,130.143,130.143,193.984,194.790,129.788
5113,2025-09-21T16:50:22.733,200.0,-1.000,130.143,130.143,193.984,194.790,129.788
5213,2025-09-21T16:50:22.799,200.0,0.051,97.620,97.620,0.051,194.652,123.960
5313,2025-09-21T16:50:22.929,200.0,-1.000,97.620,97.620,0.051,194.652,123.960
5413,2025-09-21T16:50:23.029,200.0,-1.000,97.620,97.620,0.051,194.652,123.960
5513,2025-09-21T16:50:23.098,200.0,0.051,73.228,73.228,0.051,194.652,118.429
5613,2025-09-21T16:50:23.214,200.0,198.083,104.441,104.441,0.051,198.083,121.979
5713,2025-09-21T16:50:23.316,200.0,198.288,127.903,127.903,193.984,198.288,125.373
5813,2025-09-21T16:50:23.416,200.0,199.077,145.697,145.697,198.083,199.077,128.647
5913,2025-09-21T16:50:23.516,200.0,198.031,158.780,158.780,198.083,198.031,131.725
6013,2025-09-21T16:50:23.616,200.0,193.966,167.577,167.577,198.083,193.966,134.483
6113,2025-09-21T16:50:23.731,200.0,469.224,242.989,242.989,198.288,196.453,149.298
6213,2025-09-21T16:50:23.833,200.0,-1.000,242.989,242.989,198.288,196.453,149.298
6313,2025-09-21T16:50:23.932,200.0,-1.000,242.989,242.989,198.288,196.453,149.298
6413,2025-09-21T16:50:24.002,200.0,0.051,182.254,182.254,198.031,193.984,142.711
6513,2025-09-21T16:50:24.133,200.0,-1.000,182.254,182.254,198.031,193.984,142.711
6613,2025-09-21T16:50:24.233,200.0,-1.000,182.254,182.254,198.031,193.984,142.711
6713,2025-09-21T16:50:24.303,200.0,0.051,136.704,136.704,193.966,193.984,136.429
6813,2025-09-21T16:50:24.416,200.0,198.957,152.267,152.267,193.966,198.957,139.181
6913,2025-09-21T16:50:24.517,200.0,217.256,168.514,168.514,198.957,217.256,142.615
7013,2025-09-21T16:50:24.633,200.0,-1.000,168.514,168.514,198.957,198.083,142.615
7113,2025-09-21T16:50:24.733,200.0,-1.000,168.514,168.514,198.957,198.083,142.615
7213,2025-09-21T16:50:24.800,200.0,0.051,126.399,126.399,0.051,198.083,136.353
7313,2025-09-21T16:50:24.930,200.0,-1.000,126.399,126.399,0.051,198.083,136.353
7413,2025-09-21T16:50:25.031,200.0,-1.000,126.399,126.399,0.051,198.083,136.353
7513,2025-09-21T16:50:25.099,200.0,0.051,94.812,94.812,0.051,198.031,130.371
7613,2025-09-21T16:50:25.228,200.0,-1.000,94.812,94.812,0.051,198.031,130.371
7713,2025-09-21T16:50:25.329,200.0,-1.000,94.812,94.812,0.051,198.031,130.371
7813,2025-09-21T16:50:25.397,200.0,0.051,71.122,71.122,0.051,0.051,124.657
7913,2025-09-21T16:50:25.529,200.0,-1.000,71.122,71.122,0.051,193.966,124.657
8013,2025-09-21T16:50:25.629,200.0,-1.000,71.122,71.122,0.051,193.966,124.657
8113,2025-09-21T16:50:25.696,200.0,0.051,53.354,53.354,0.051,0.051,119.197
8213,2025-09-21T16:50:25.826,200.0,-1.000,53.354,53.354,0.051,0.051,119.197
8313,2025-09-21T16:50:25.927,200.0,-1.000,53.354,53.354,0.051,0.051,119.197
8413,2025-09-21T16:50:25.997,200.0,0.051,40.028,40.028,0.051,0.051,113.979
8513,2025-09-21T16:50:26.126,200.0,-1.000,40.028,40.028,0.051,0.051,113.979
8613,2025-09-21T16:50:26.226,200.0,-1.000,40.028,40.028,0.051,0.051,113.979
8713,2025-09-21T16:50:26.295,200.0,0.051,30.034,30.034,0.051,0.051,108.990
8813,2025-09-21T16:50:26.411,200.0,195.390,71.373,71.373,0.051,195.390,112.773
8913,2025-09-21T16:50:26.514,200.0,199.746,103.466,103.466,0.051,199.746,116.580
9013,2025-09-21T16:50:26.631,200.0,469.293,194.923,194.923,195.390,469.293,132.019
9113,2025-09-21T16:50:26.731,200.0,470.150,263.730,263.730,199.746,470.150,146.818
9213,2025-09-21T16:50:26.830,200.0,-1.000,263.730,263.730,199.746,0.051,146.818
9313,2025-09-21T16:50:26.931,200.0,-1.000,263.730,263.730,199.746,0.051,146.818
9413,2025-09-21T16:50:27.000,200.0,0.051,197.810,197.810,199.746,0.051,140.396
9513,2025-09-21T16:50:27.115,200.0,198.580,198.003,198.003,199.746,198.580,142.942
9613,2025-09-21T16:50:27.216,200.0,198.683,198.173,198.173,198.683,198.683,145.381
9713,2025-09-21T16:50:27.316,200.0,204.154,199.668,199.668,198.683,204.154,147.952
9813,2025-09-21T16:50:27.416,200.0,198.254,199.314,199.314,198.580,198.254,150.153
9913,2025-09-21T16:50:27.516,200.0,200.158,199.525,199.525,198.683,200.158,152.341
10013,2025-09-21T16:50:27.617,200.0,199.695,199.568,199.568,199.695,199.695,154.412
10113,2025-09-21T16:50:27.717,200.0,198.906,199.402,199.402,199.695,198.906,156.359
10213,2025-09-21T16:50:27.817,200.0,197.534,198.935,198.935,198.906,197.534,158.160
10313,2025-09-21T16:50:27.917,200.0,199.317,199.031,199.031,199.317,199.317,159.961
10413,2025-09-21T16:50:28.016,200.0,197.328,198.605,198.605,198.906,197.328,161.595
10513,2025-09-21T16:50:28.117,200.0,195.956,197.943,197.943,197.534,195.956,163.098
10613,2025-09-21T16:50:28.217,200.0,200.998,198.706,198.706,197.534,200.998,164.756
10713,2025-09-21T16:50:28.333,200.0,-1.000,198.706,198.706,197.534,198.906,164.756
10813,2025-09-21T16:50:28.433,200.0,-1.000,198.706,198.706,197.534,198.906,164.756
10913,2025-09-21T16:50:28.504,200.0,0.051,149.043,149.043,197.328,198.906,157.552
11013,2025-09-21T16:50:28.633,200.0,-1.000,149.043,149.043,197.328,198.906,157.552
11113,2025-09-21T16:50:28.733,200.0,-1.000,149.043,149.043,197.328,198.906,157.552
11213,2025-09-21T16:50:28.804,200.0,0.051,111.795,111.795,195.956,198.254,150.663
11313,2025-09-21T16:50:28.917,200.0,197.602,133.247,133.247,195.956,197.602,152.716
11413,2025-09-21T16:50:29.017,200.0,195.973,148.928,148.928,195.973,195.973,154.608
11513,2025-09-21T16:50:29.117,200.0,201.581,162.092,162.092,195.973,201.581,156.663
11613,2025-09-21T16:50:29.233,200.0,-1.000,162.092,162.092,195.973,197.534,156.663
11713,2025-09-21T16:50:29.333,200.0,-1.000,162.092,162.092,195.973,197.534,156.663
11813,2025-09-21T16:50:29.403,200.0,0.051,121.582,121.582,195.973,197.328,149.813
11913,2025-09-21T16:50:29.518,200.0,207.001,142.936,142.936,197.602,207.001,152.314
12013,2025-09-21T16:50:29.617,200.0,198.734,156.886,156.886,198.734,198.734,154.344
12113,2025-09-21T16:50:29.734,200.0,-1.000,156.886,156.886,198.734,197.328,154.344
12213,2025-09-21T16:50:29.834,200.0,-1.000,156.886,156.886,198.734,197.328,154.344
12313,2025-09-21T16:50:29.903,200.0,0.051,117.677,117.677,198.734,195.973,147.596
12413,2025-09-21T16:50:30.018,200.0,202.044,138.769,138.769,198.734,202.044,149.978
12513,2025-09-21T16:50:30.117,200.0,206.880,155.797,155.797,202.044,206.880,152.466
12613,2025-09-21T16:50:30.217,200.0,197.362,166.188,166.188,198.734,197.362,154.430
12713,2025-09-21T16:50:30.316,200.0,199.369,174.483,174.483,199.369,199.369,156.395
12813,2025-09-21T16:50:30.417,200.0,195.939,179.847,179.847,199.369,195.939,158.124
12913,2025-09-21T16:50:30.517,200.0,197.585,184.282,184.282,197.585,197.585,159.850
13013,2025-09-21T16:50:30.617,200.0,197.328,187.543,187.543,197.362,197.328,161.489
13113,2025-09-21T16:50:30.717,200.0,198.014,190.161,190.161,197.585,198.014,163.087
13213,2025-09-21T16:50:30.817,200.0,197.259,191.935,191.935,197.328,197.259,164.581
13313,2025-09-21T16:50:30.917,200.0,197.482,193.322,193.322,197.482,197.482,166.020
13413,2025-09-21T16:50:31.016,200.0,195.493,193.865,193.865,197.328,195.493,167.309
13513,2025-09-21T16:50:31.134,200.0,-1.000,193.865,193.865,197.328,197.482,167.309
13613,2025-09-21T16:50:31.234,200.0,-1.000,193.865,193.865,197.328,197.482,167.309
13713,2025-09-21T16:50:31.303,200.0,0.051,145.411,145.411,197.259,197.362,159.994
13813,2025-09-21T16:50:31.433,200.0,-1.000,145.411,145.411,197.259,197.362,159.994
13913,2025-09-21T16:50:31.534,200.0,-1.000,145.411,145.411,197.259,197.362,159.994
14013,2025-09-21T16:50:31.603,200.0,0.051,109.071,109.071,195.493,197.328,152.999
14113,2025-09-21T16:50:31.716,200.0,194.052,130.317,130.317,194.052,194.052,154.795
14213,2025-09-21T16:50:31.834,200.0,-1.000,130.317,130.317,194.052,197.259,154.795
14313,2025-09-21T16:50:31.934,200.0,-1.000,130.317,130.317,194.052,197.259,154.795
14413,2025-09-21T16:50:31.999,200.0,0.051,97.750,97.750,0.051,195.939,148.027
14513,2025-09-21T16:50:32.114,200.0,198.494,122.936,122.936,0.051,198.494,150.235
14613,2025-09-21T16:50:32.217,200.0,193.915,140.681,140.681,193.915,193.915,152.145
14713,2025-09-21T16:50:32.317,200.0,196.436,154.620,154.620,194.052,196.436,154.082
14813,2025-09-21T16:50:32.417,200.0,193.744,164.401,164.401,193.915,193.744,155.816
14913,2025-09-21T16:50:32.517,200.0,194.584,171.947,171.947,194.584,194.584,157.512
15013,2025-09-21T16:50:32.617,200.0,195.904,177.936,177.936,194.584,195.904,159.191
15113,2025-09-21T16:50:32.717,200.0,195.544,182.338,182.338,195.544,195.544,160.781
15213,2025-09-21T16:50:32.833,200.0,-1.000,182.338,182.338,195.544,194.052,160.781
15313,2025-09-21T16:50:32.934,200.0,-1.000,182.338,182.338,195.544,194.052,160.781
15413,2025-09-21T16:50:33.003,200.0,0.051,136.766,136.766,194.584,194.052,153.751
15513,2025-09-21T16:50:33.133,200.0,-1.000,136.766,136.766,194.584,194.052,153.751
15613,2025-09-21T16:50:33.234,200.0,-1.000,136.766,136.766,194.584,194.052,153.751
15713,2025-09-21T16:50:33.303,200.0,0.051,102.588,102.588,194.584,194.052,147.030
15813,2025-09-21T16:50:33.434,200.0,-1.000,102.588,102.588,194.584,194.052,147.030
15913,2025-09-21T16:50:33.534,200.0,-1.000,102.588,102.588,194.584,194.052,147.030
16013,2025-09-21T16:50:33.599,200.0,0.051,76.954,76.954,0.051,193.915,140.602
16113,2025-09-21T16:50:33.729,200.0,-1.000,76.954,76.954,0.051,193.915,140.602
16213,2025-09-21T16:50:33.829,200.0,-1.000,76.954,76.954,0.051,193.915,140.602
16313,2025-09-21T16:50:33.899,200.0,0.051,57.728,57.728,0.051,193.915,134.455
16413,2025-09-21T16:50:34.029,200.0,-1.000,57.728,57.728,0.051,193.915,134.455
16513,2025-09-21T16:50:34.129,200.0,-1.000,57.728,57.728,0.051,193.915,134.455
16613,2025-09-21T16:50:34.199,200.0,0.051,43.309,43.309,0.051,193.744,128.578
16713,2025-09-21T16:50:34.329,200.0,-1.000,43.309,43.309,0.051,193.744,128.578
16813,2025-09-21T16:50:34.429,200.0,-1.000,43.309,43.309,0.051,193.744,128.578
16913,2025-09-21T16:50:34.497,200.0,0.051,32.495,32.495,0.051,0.051,122.957
17013,2025-09-21T16:50:34.612,200.0,196.488,73.493,73.493,0.051,196.488,126.172
17113,2025-09-21T16:50:34.727,200.0,-1.000,73.493,73.493,0.051,0.051,126.172
17213,2025-09-21T16:50:34.827,200.0,-1.000,73.493,73.493,0.051,0.051,126.172
17313,2025-09-21T16:50:34.897,200.0,0.051,55.132,55.132,0.051,0.051,120.657
17413,2025-09-21T16:50:35.011,200.0,195.304,90.175,90.175,0.051,195.304,123.921
17513,2025-09-21T16:50:35.127,200.0,-1.000,90.175,90.175,0.051,0.051,123.921
17613,2025-09-21T16:50:35.227,200.0,-1.000,90.175,90.175,0.051,0.051,123.921
17713,2025-09-21T16:50:35.297,200.0,0.051,67.644,67.644,0.051,0.051,118.504
17813,2025-09-21T16:50:35.427,200.0,-1.000,67.644,67.644,0.051,0.051,118.504
17913,2025-09-21T16:50:35.527,200.0,-1.000,67.644,67.644,0.051,0.051,118.504
18013,2025-09-21T16:50:35.597,200.0,0.051,50.746,50.746,0.051,0.051,113.324
18113,2025-09-21T16:50:35.713,200.0,195.047,86.821,86.821,0.051,195.047,116.898
18213,2025-09-21T16:50:35.827,200.0,-1.000,86.821,86.821,0.051,0.051,116.898
18313,2025-09-21T16:50:35.927,200.0,-1.000,86.821,86.821,0.051,0.051,116.898
18413,2025-09-21T16:50:35.997,200.0,0.051,65.129,65.129,0.051,0.051,111.788
18513,2025-09-21T16:50:36.127,200.0,-1.000,65.129,65.129,0.051,0.051,111.788
18613,2025-09-21T16:50:36.227,200.0,-1.000,65.129,65.129,0.051,0.051,111.788
18713,2025-09-21T16:50:36.296,200.0,0.051,48.860,48.860,0.051,0.051,106.901
18813,2025-09-21T16:50:36.427,200.0,-1.000,48.860,48.860,0.051,0.051,106.901
18913,2025-09-21T16:50:36.527,200.0,-1.000,48.860,48.860,0.051,0.051,106.901
19013,2025-09-21T16:50:36.596,200.0,0.051,36.658,36.658,0.051,0.051,102.229
19113,2025-09-21T16:50:36.728,200.0,-1.000,36.658,36.658,0.051,0.051,102.229
19213,2025-09-21T16:50:36.827,200.0,-1.000,36.658,36.658,0.051,0.051,102.229
19313,2025-09-21T16:50:36.896,200.0,0.051,27.506,27.506,0.051,0.051,97.760
19413,2025-09-21T16:50:37.026,200.0,-1.000,27.506,27.506,0.051,0.051,97.760
19513,2025-09-21T16:50:37.126,200.0,-1.000,27.506,27.506,0.051,0.051,97.760
19613,2025-09-21T16:50:37.196,200.0,0.051,20.642,20.642,0.051,0.051,93.487
19713,2025-09-21T16:50:37.326,200.0,-1.000,20.642,20.642,0.051,0.051,93.487
19813,2025-09-21T16:50:37.426,200.0,-1.000,20.642,20.642,0.051,0.051,93.487
19913,2025-09-21T16:50:37.496,200.0,0.051,15.495,15.495,0.051,0.051,89.401
20013,2025-09-21T16:50:37.626,200.0,-1.000,15.495,15.495,0.051,0.051,89.401
20113,2025-09-21T16:50:37.726,200.0,-1.000,15.495,15.495,0.051,0.051,89.401
20213,2025-09-21T16:50:37.796,200.0,0.051,11.634,11.634,0.051,0.051,85.493
20313,2025-09-21T16:50:37.911,200.0,189.748,56.162,56.162,0.051,189.748,90.053
20413,2025-09-21T16:50:38.026,200.0,-1.000,56.162,56.162,0.051,0.051,90.053
20513,2025-09-21T16:50:38.126,200.0,-1.000,56.162,56.162,0.051,0.051,90.053
20613,2025-09-21T16:50:38.196,200.0,0.051,42.135,42.135,0.051,0.051,86.117
20713,2025-09-21T16:50:38.311,200.0,191.857,79.565,79.565,0.051,191.857,90.741
20813,2025-09-21T16:50:38.415,200.0,191.171,107.467,107.467,189.748,191.171,95.133
20913,2025-09-21T16:50:38.530,200.0,-1.000,107.467,107.467,189.748,0.051,95.133
21013,2025-09-21T16:50:38.630,200.0,-1.000,107.467,107.467,189.748,0.051,95.133
21113,2025-09-21T16:50:38.698,200.0,0.051,80.613,80.613,189.748,0.051,90.975
21213,2025-09-21T16:50:38.828,200.0,-1.000,80.613,80.613,189.748,0.051,90.975
21313,2025-09-21T16:50:38.928,200.0,-1.000,80.613,80.613,189.748,0.051,90.975
21413,2025-09-21T16:50:38.996,200.0,0.051,60.473,60.473,0.051,0.051,86.999
21513,2025-09-21T16:50:39.126,200.0,-1.000,60.473,60.473,0.051,0.051,86.999
21613,2025-09-21T16:50:39.225,200.0,-1.000,60.473,60.473,0.051,0.051,86.999
21713,2025-09-21T16:50:39.296,200.0,0.051,45.367,45.367,0.051,0.051,83.196
21813,2025-09-21T16:50:39.412,200.0,202.833,84.734,84.734,0.051,202.833,88.428
21913,2025-09-21T16:50:39.512,200.0,182.596,109.199,109.199,0.051,182.596,92.546
22013,2025-09-21T16:50:39.628,200.0,-1.000,109.199,109.199,0.051,0.051,92.546
22113,2025-09-21T16:50:39.728,200.0,-1.000,109.199,109.199,0.051,0.051,92.546
22213,2025-09-21T16:50:39.796,200.0,0.051,81.912,81.912,0.051,0.051,88.501
22313,2025-09-21T16:50:39.926,200.0,-1.000,81.912,81.912,0.051,0.051,88.501
22413,2025-09-21T16:50:40.026,200.0,-1.000,81.912,81.912,0.051,0.051,88.501
