t_ms,host_time_iso,true_distance_cm,raw_cm,ema_cm,lp_cm,median_cm,outlier_cm,kalman_cm
4313,2025-09-21T16:48:46.717,160.0,160.661,157.941,157.941,157.660,160.661,150.590
4413,2025-09-21T16:48:46.837,160.0,-1.000,157.941,157.941,157.660,157.660,150.590
4513,2025-09-21T16:48:46.937,160.0,-1.000,157.941,157.941,157.660,157.660,150.590
4613,2025-09-21T16:48:47.007,160.0,0.051,118.469,118.469,157.660,157.351,143.699
4713,2025-09-21T16:48:47.118,160.0,157.591,128.250,128.250,157.660,157.591,144.332
4813,2025-09-21T16:48:47.218,160.0,158.740,135.872,135.872,158.672,158.740,144.987
4913,2025-09-21T16:48:47.337,160.0,-1.000,135.872,135.872,158.672,157.591,144.987
5013,2025-09-21T16:48:47.437,160.0,-1.000,135.872,135.872,158.672,157.591,144.987
5113,2025-09-21T16:48:47.507,160.0,0.051,101.917,101.917,157.591,156.768,138.460
5213,2025-09-21T16:48:47.636,160.0,-1.000,101.917,101.917,157.591,156.768,138.460
5313,2025-09-21T16:48:47.736,160.0,-1.000,101.917,101.917,157.591,156.768,138.460
5413,2025-09-21T16:48:47.802,160.0,0.051,76.451,76.451,0.051,156.768,132.271
5513,2025-09-21T16:48:47.916,160.0,157.917,96.817,96.817,157.591,157.917,133.415
5613,2025-09-21T16:48:48.017,160.0,158.929,112.345,112.345,157.917,158.929,134.552
5713,2025-09-21T16:48:48.118,160.0,157.403,123.610,123.610,157.403,157.403,135.569
5813,2025-09-21T16:48:48.217,160.0,158.723,132.388,132.388,157.917,158.723,136.597
5913,2025-09-21T16:48:48.318,160.0,158.655,138.955,138.955,158.655,158.655,137.576
6013,2025-09-21T16:48:48.418,160.0,157.814,143.670,143.670,158.655,157.814,138.473
6113,2025-09-21T16:48:48.518,160.0,159.375,147.596,147.596,158.655,159.375,139.398
6213,2025-09-21T16:48:48.618,160.0,160.232,150.755,150.755,158.723,160.232,140.319
6313,2025-09-21T16:48:48.718,160.0,161.073,153.334,153.334,159.375,161.073,141.236
6413,2025-09-21T16:48:48.818,160.0,157.025,154.257,154.257,159.375,157.025,141.932
6513,2025-09-21T16:48:48.918,160.0,155.122,154.473,154.473,159.375,155.122,142.514
6613,2025-09-21T16:48:49.036,160.0,-1.000,154.473,154.473,159.375,158.655,142.514
6713,2025-09-21T16:48:49.136,160.0,-1.000,154.473,154.473,159.375,158.655,142.514
6813,2025-09-21T16:48:49.207,160.0,0.051,115.868,115.868,157.025,158.655,136.244
6913,2025-09-21T16:48:49.318,160.0,157.866,126.367,126.367,157.025,157.866,137.195
7013,2025-09-21T16:48:49.418,160.0,157.814,134.229,134.229,157.025,157.814,138.102
7113,2025-09-21T16:48:49.518,160.0,156.768,139.864,139.864,156.768,156.768,138.922
7213,2025-09-21T16:48:49.619,160.0,161.707,145.325,145.325,157.814,161.707,139.923
7313,2025-09-21T16:48:49.717,160.0,156.597,148.143,148.143,157.814,156.597,140.655
7413,2025-09-21T16:48:49.817,160.0,157.969,150.599,150.599,157.814,157.969,141.415
7513,2025-09-21T16:48:49.917,160.0,156.442,152.060,152.060,156.768,156.442,142.074
7613,2025-09-21T16:48:50.018,160.0,158.397,153.644,153.644,157.969,158.397,142.791
7713,2025-09-21T16:48:50.118,160.0,160.387,155.330,155.330,157.969,160.387,143.562
7813,2025-09-21T16:48:50.218,160.0,158.483,156.118,156.118,158.397,158.483,144.216
7913,2025-09-21T16:48:50.337,160.0,-1.000,156.118,156.118,158.397,157.866,144.216
8013,2025-09-21T16:48:50.436,160.0,-1.000,156.118,156.118,158.397,157.866,144.216
8113,2025-09-21T16:48:50.506,160.0,0.051,117.102,117.102,158.397,157.866,137.899
8213,2025-09-21T16:48:50.618,160.0,160.661,127.991,127.991,158.483,160.661,138.896
8313,2025-09-21T16:48:50.718,160.0,159.769,135.936,135.936,159.769,159.769,139.811
8413,2025-09-21T16:48:50.817,160.0,158.860,141.667,141.667,158.860,158.860,140.645
8513,2025-09-21T16:48:50.917,160.0,159.546,146.137,146.137,159.546,159.546,141.473
8613,2025-09-21T16:48:51.018,160.0,160.352,149.691,149.691,159.769,160.352,142.300
8713,2025-09-21T16:48:51.118,160.0,159.649,152.180,152.180,159.649,159.649,143.059
8813,2025-09-21T16:48:51.217,160.0,157.660,153.550,153.550,159.546,157.660,143.698
8913,2025-09-21T16:48:51.318,160.0,157.866,154.629,154.629,159.546,157.866,144.319
9013,2025-09-21T16:48:51.418,160.0,159.907,155.949,155.949,159.649,159.907,145.001
9113,2025-09-21T16:48:51.517,160.0,160.918,157.191,157.191,159.649,160.918,145.698
9213,2025-09-21T16:48:51.618,160.0,158.072,157.411,157.411,158.072,158.072,146.239
9313,2025-09-21T16:48:51.718,160.0,160.181,158.104,158.104,159.907,160.181,146.849
9413,2025-09-21T16:48:51.818,160.0,156.905,157.804,157.804,159.907,156.905,147.289
9513,2025-09-21T16:48:51.937,160.0,-1.000,157.804,157.804,159.907,159.546,147.289
9613,2025-09-21T16:48:52.037,160.0,-1.000,157.804,157.804,159.907,159.546,147.289
9713,2025-09-21T16:48:52.106,160.0,0.051,118.366,118.366,158.072,159.546,140.847
9813,2025-09-21T16:48:52.219,160.0,175.067,132.541,132.541,158.072,159.649,142.344
9913,2025-09-21T16:48:52.317,160.0,157.283,138.727,138.727,157.283,157.283,142.998
10013,2025-09-21T16:48:52.418,160.0,155.859,143.010,143.010,156.905,155.859,143.561
10113,2025-09-21T16:48:52.538,160.0,-1.000,143.010,143.010,156.905,157.866,143.561
10213,2025-09-21T16:48:52.638,160.0,-1.000,143.010,143.010,156.905,157.866,143.561
10313,2025-09-21T16:48:52.708,160.0,0.051,107.270,107.270,155.859,157.866,137.283
10413,2025-09-21T16:48:52.819,160.0,155.859,119.417,119.417,155.859,155.859,138.095
10513,2025-09-21T16:48:52.918,160.0,156.957,128.802,128.802,155.859,156.957,138.920
10613,2025-09-21T16:48:53.018,160.0,155.602,135.502,135.502,155.859,155.602,139.650
10713,2025-09-21T16:48:53.119,160.0,154.436,140.236,140.236,155.602,154.436,140.297
10813,2025-09-21T16:48:53.219,160.0,155.653,144.090,144.090,155.653,155.653,140.969
10913,2025-09-21T16:48:53.318,160.0,155.396,146.917,146.917,155.602,155.396,141.600
11013,2025-09-21T16:48:53.419,160.0,155.911,149.165,149.165,155.602,155.911,142.226
11113,2025-09-21T16:48:53.518,160.0,155.550,150.761,150.761,155.550,155.550,142.808
11213,2025-09-21T16:48:53.619,160.0,156.391,152.169,152.169,155.653,156.391,143.402
11313,2025-09-21T16:48:53.718,160.0,156.802,153.327,153.327,155.911,156.802,143.989
11413,2025-09-21T16:48:53.819,160.0,156.014,153.999,153.999,156.014,156.014,144.514
11513,2025-09-21T16:48:53.919,160.0,156.957,154.738,154.738,156.391,156.957,145.059
11613,2025-09-21T16:48:54.018,160.0,158.020,155.559,155.559,156.802,158.020,145.626
11713,2025-09-21T16:48:54.119,160.0,156.957,155.908,155.908,156.957,156.957,146.121
11813,2025-09-21T16:48:54.219,160.0,159.272,156.749,156.749,156.957,159.272,146.696
11913,2025-09-21T16:48:54.319,160.0,158.500,157.187,157.187,158.020,158.500,147.213
12013,2025-09-21T16:48:54.419,160.0,159.804,157.841,157.841,158.500,159.804,147.763
12113,2025-09-21T16:48:54.519,160.0,157.437,157.740,157.740,158.500,157.437,148.186
12213,2025-09-21T16:48:54.637,160.0,-1.000,157.740,157.740,158.500,156.957,148.186
12313,2025-09-21T16:48:54.738,160.0,-1.000,157.740,157.740,158.500,156.957,148.186
12413,2025-09-21T16:48:54.807,160.0,0.051,118.318,118.318,158.500,156.957,141.708
12513,2025-09-21T16:48:54.938,160.0,-1.000,118.318,118.318,158.500,156.957,141.708
12613,2025-09-21T16:48:55.037,160.0,-1.000,118.318,118.318,158.500,156.957,141.708
12713,2025-09-21T16:48:55.106,160.0,0.051,88.751,88.751,157.437,156.957,135.513
12813,2025-09-21T16:48:55.219,160.0,156.751,105.751,105.751,156.751,156.751,136.441
12913,2025-09-21T16:48:55.338,160.0,-1.000,105.751,105.751,156.751,156.957,136.441
13013,2025-09-21T16:48:55.437,160.0,-1.000,105.751,105.751,156.751,156.957,136.441
13113,2025-09-21T16:48:55.503,160.0,0.051,79.326,79.326,0.051,156.957,130.477
13213,2025-09-21T16:48:55.634,160.0,-1.000,79.326,79.326,0.051,156.957,130.477
13313,2025-09-21T16:48:55.734,160.0,-1.000,79.326,79.326,0.051,156.957,130.477
13413,2025-09-21T16:48:55.805,160.0,0.051,59.508,59.508,0.051,156.957,124.773
13513,2025-09-21T16:48:55.914,160.0,158.912,84.359,84.359,0.051,158.912,126.266
13613,2025-09-21T16:48:56.019,160.0,161.896,103.743,103.743,156.751,161.896,127.824
13713,2025-09-21T16:48:56.119,160.0,163.439,118.667,118.667,158.912,163.439,129.381
13813,2025-09-21T16:48:56.219,160.0,160.867,129.217,129.217,160.867,160.867,130.758
13913,2025-09-21T16:48:56.337,160.0,-1.000,129.217,129.217,160.867,157.437,130.758
14013,2025-09-21T16:48:56.438,160.0,-1.000,129.217,129.217,160.867,157.437,130.758
14113,2025-09-21T16:48:56.505,160.0,0.051,96.926,96.926,160.867,156.751,125.042
14213,2025-09-21T16:48:56.619,160.0,162.856,113.408,113.408,161.896,162.856,126.696
14313,2025-09-21T16:48:56.737,160.0,-1.000,113.408,113.408,161.896,156.751,126.696
14413,2025-09-21T16:48:56.838,160.0,-1.000,113.408,113.408,161.896,156.751,126.696
14513,2025-09-21T16:48:56.905,160.0,0.051,85.069,85.069,160.867,156.751,121.157
14613,2025-09-21T16:48:57.019,160.0,167.590,105.699,105.699,160.867,167.590,123.188
14713,2025-09-21T16:48:57.119,160.0,161.759,119.714,119.714,161.759,161.759,124.875
14813,2025-09-21T16:48:57.220,160.0,168.910,132.013,132.013,162.856,168.910,126.801
14913,2025-09-21T16:48:57.319,160.0,158.449,138.622,138.622,161.759,158.449,128.185
15013,2025-09-21T16:48:57.420,160.0,164.709,145.144,145.144,164.709,164.709,129.782
15113,2025-09-21T16:48:57.519,160.0,164.760,150.048,150.048,164.709,164.760,131.312
15213,2025-09-21T16:48:57.619,160.0,166.372,154.129,154.129,164.760,166.372,132.845
15313,2025-09-21T16:48:57.719,160.0,160.078,155.616,155.616,164.709,160.078,134.036
15413,2025-09-21T16:48:57.819,160.0,161.965,157.203,157.203,164.709,161.965,135.257
15513,2025-09-21T16:48:57.918,160.0,161.227,158.209,158.209,161.965,161.227,136.393
15613,2025-09-21T16:48:58.019,160.0,157.814,158.111,158.111,161.227,157.814,137.330
15713,2025-09-21T16:48:58.119,160.0,161.107,158.860,158.860,161.107,161.107,138.370
15813,2025-09-21T16:48:58.219,160.0,162.805,159.846,159.846,161.227,162.805,139.438
15913,2025-09-21T16:48:58.318,160.0,157.334,159.218,159.218,161.107,157.334,140.221
16013,2025-09-21T16:48:58.438,160.0,-1.000,159.218,159.218,161.107,161.227,140.221
16113,2025-09-21T16:48:58.538,160.0,-1.000,159.218,159.218,161.107,161.227,140.221
16213,2025-09-21T16:48:58.608,160.0,0.051,119.426,119.426,157.814,161.227,134.091
16313,2025-09-21T16:48:58.718,160.0,153.235,127.879,127.879,157.334,153.235,134.928
16413,2025-09-21T16:48:58.819,160.0,154.024,134.415,134.415,154.024,154.024,135.763
16513,2025-09-21T16:48:58.919,160.0,155.448,139.673,139.673,154.024,155.448,136.624
16613,2025-09-21T16:48:59.018,160.0,153.132,143.038,143.038,153.235,153.132,137.346
16713,2025-09-21T16:48:59.137,160.0,-1.000,143.038,143.038,153.235,157.334,137.346
16813,2025-09-21T16:48:59.238,160.0,-1.000,143.038,143.038,153.235,157.334,137.346
16913,2025-09-21T16:48:59.307,160.0,0.051,107.291,107.291,153.235,155.448,131.342
17013,2025-09-21T16:48:59.418,160.0,154.127,119.000,119.000,154.024,154.127,132.338
17113,2025-09-21T16:48:59.516,160.0,120.204,119.301,119.301,153.132,154.024,131.808
17213,2025-09-21T16:48:59.619,160.0,159.118,129.255,129.255,153.132,159.118,133.002
17313,2025-09-21T16:48:59.719,160.0,157.488,136.314,136.314,154.127,157.488,134.073
17413,2025-09-21T16:48:59.818,160.0,160.009,142.238,142.238,157.488,160.009,135.207
17513,2025-09-21T16:48:59.919,160.0,158.912,146.406,146.406,158.912,158.912,136.244
17613,2025-09-21T16:49:00.018,160.0,154.436,148.414,148.414,158.912,154.436,137.039
17713,2025-09-21T16:49:00.118,160.0,151.812,149.263,149.263,157.488,151.812,137.685
17813,2025-09-21T16:49:00.219,160.0,152.858,150.162,150.162,154.436,152.858,138.349
17913,2025-09-21T16:49:00.318,160.0,150.954,150.360,150.360,152.858,150.954,138.900
18013,2025-09-21T16:49:00.418,160.0,163.165,153.561,153.561,152.858,163.165,139.961
18113,2025-09-21T16:49:00.520,160.0,177.623,159.577,159.577,152.858,177.623,141.608
18213,2025-09-21T16:49:00.617,160.0,139.772,154.626,154.626,152.858,139.772,141.528
18313,2025-09-21T16:49:00.718,160.0,155.070,154.737,154.737,155.070,155.070,142.120
18413,2025-09-21T16:49:00.819,160.0,158.758,155.742,155.742,158.758,158.758,142.848
18513,2025-09-21T16:49:00.918,160.0,158.706,156.483,156.483,158.706,158.706,143.541
18613,2025-09-21T16:49:01.038,160.0,-1.000,156.483,156.483,158.706,155.070,143.541
18713,2025-09-21T16:49:01.138,160.0,-1.000,156.483,156.483,158.706,155.070,143.541
18813,2025-09-21T16:49:01.208,160.0,0.051,117.375,117.375,155.070,154.436,137.266
18913,2025-09-21T16:49:01.319,160.0,162.445,128.643,128.643,158.706,162.445,138.367
19013,2025-09-21T16:49:01.418,160.0,159.289,136.304,136.304,158.758,159.289,139.282
19113,2025-09-21T16:49:01.518,160.0,161.707,142.655,142.655,159.289,161.707,140.263
19213,2025-09-21T16:49:01.619,160.0,161.810,147.444,147.444,161.707,161.810,141.205
19313,2025-09-21T16:49:01.719,160.0,159.444,150.444,150.444,161.707,159.444,142.003
19413,2025-09-21T16:49:01.819,160.0,159.289,152.655,152.655,159.444,159.289,142.759
19513,2025-09-21T16:49:01.919,160.0,159.495,154.365,154.365,159.495,159.495,143.491
19613,2025-09-21T16:49:02.038,160.0,-1.000,154.365,154.365,159.495,159.289,143.491
19713,2025-09-21T16:49:02.138,160.0,-1.000,154.365,154.365,159.495,159.289,143.491
19813,2025-09-21T16:49:02.208,160.0,0.051,115.787,115.787,159.444,159.289,137.218
19913,2025-09-21T16:49:02.337,160.0,-1.000,115.787,115.787,159.444,159.289,137.218
20013,2025-09-21T16:49:02.438,160.0,-1.000,115.787,115.787,159.444,159.289,137.218
20113,2025-09-21T16:49:02.505,160.0,0.051,86.853,86.853,159.289,159.289,131.219
20213,2025-09-21T16:49:02.618,160.0,155.225,103.946,103.946,155.225,155.225,132.269
20313,2025-09-21T16:49:02.718,160.0,160.387,118.056,118.056,155.225,160.387,133.499
20413,2025-09-21T16:49:02.838,160.0,-1.000,118.056,118.056,155.225,159.444,133.499
20513,2025-09-21T16:49:02.937,160.0,-1.000,118.056,118.056,155.225,159.444,133.499
20613,2025-09-21T16:49:03.003,160.0,0.051,88.555,88.555,0.051,159.289,127.663
20713,2025-09-21T16:49:03.133,160.0,-1.000,88.555,88.555,0.051,159.289,127.663
20813,2025-09-21T16:49:03.234,160.0,-1.000,88.555,88.555,0.051,159.289,127.663
20913,2025-09-21T16:49:03.303,160.0,0.051,66.429,66.429,0.051,159.289,122.082
21013,2025-09-21T16:49:03.417,160.0,177.005,94.073,94.073,155.225,177.005,124.484
21113,2025-09-21T16:49:03.535,160.0,-1.000,94.073,94.073,155.225,159.289,124.484
21213,2025-09-21T16:49:03.635,160.0,-1.000,94.073,94.073,155.225,159.289,124.484
21313,2025-09-21T16:49:03.702,160.0,0.051,70.568,70.568,0.051,155.225,119.042
21413,2025-09-21T16:49:03.814,160.0,156.820,92.131,92.131,0.051,156.820,120.694
21513,2025-09-21T16:49:03.919,160.0,159.975,109.092,109.092,156.820,159.975,122.412
21613,2025-09-21T16:49:04.018,160.0,158.277,121.388,121.388,158.277,158.277,123.981
21713,2025-09-21T16:49:04.120,160.0,183.848,137.003,137.003,158.277,183.848,126.599
21813,2025-09-21T16:49:04.218,160.0,161.484,143.123,143.123,159.975,161.484,128.124
21913,2025-09-21T16:49:04.319,160.0,162.633,148.001,148.001,161.484,162.633,129.634
22013,2025-09-21T16:49:04.418,160.0,160.798,151.200,151.200,161.484,160.798,130.996
22113,2025-09-21T16:49:04.519,160.0,160.215,153.454,153.454,161.484,160.215,132.274
22213,2025-09-21T16:49:04.619,160.0,164.743,156.276,156.276,161.484,164.743,133.694
22313,2025-09-21T16:49:04.719,160.0,161.227,157.514,157.514,161.227,161.227,134.898
22413,2025-09-21T16:49:04.818,160.0,159.804,158.086,158.086,160.798,159.804,135.987
22513,2025-09-21T16:49:04.938,160.0,-1.000,158.086,158.086,160.798,160.798,135.987
22613,2025-09-21T16:49:05.037,160.0,-1.000,158.086,158.086,160.798,160.798,135.987
22713,2025-09-21T16:49:05.108,160.0,0.051,118.578,118.578,160.215,160.798,130.043
22813,2025-09-21T16:49:05.219,160.0,160.130,128.966,128.966,160.130,160.130,131.358
22913,2025-09-21T16:49:05.319,160.0,163.217,137.528,137.528,160.130,163.217,132.752
23013,2025-09-21T16:49:05.418,160.0,160.061,143.162,143.162,160.061,160.061,133.946
23113,2025-09-21T16:49:05.518,160.0,160.918,147.601,147.601,160.130,160.918,135.126
23213,2025-09-21T16:49:05.638,160.0,-1.000,147.601,147.601,160.130,160.798,135.126
23313,2025-09-21T16:49:05.737,160.0,-1.000,147.601,147.601,160.130,160.798,135.126
23413,2025-09-21T16:49:05.808,160.0,0.051,110.713,110.713,160.130,160.215,129.218
23513,2025-09-21T16:49:05.918,160.0,159.169,122.827,122.827,160.061,159.169,130.528
23613,2025-09-21T16:49:06.018,160.0,159.221,131.926,131.926,159.221,159.221,131.783
23713,2025-09-21T16:49:06.118,160.0,159.632,138.852,138.852,159.221,159.632,133.001
23813,2025-09-21T16:49:06.238,160.0,-1.000,138.852,138.852,159.221,159.804,133.001
23913,2025-09-21T16:49:06.337,160.0,-1.000,138.852,138.852,159.221,159.804,133.001
24013,2025-09-21T16:49:06.408,160.0,0.051,104.152,104.152,159.169,159.632,127.187
24113,2025-09-21T16:49:06.537,160.0,-1.000,104.152,104.152,159.169,159.632,127.187
24213,2025-09-21T16:49:06.637,160.0,-1.000,104.152,104.152,159.169,159.632,127.187
24313,2025-09-21T16:49:06.705,160.0,0.051,78.127,78.127,159.169,159.221,121.627
24413,2025-09-21T16:49:06.817,160.0,161.484,98.966,98.966,159.221,161.484,123.370
24513,2025-09-21T16:49:06.918,160.0,162.016,114.729,114.729,159.632,162.016,125.060
24613,2025-09-21T16:49:07.018,160.0,160.112,126.075,126.075,160.112,160.112,126.593
24713,2025-09-21T16:49:07.119,160.0,162.702,135.231,135.231,161.484,162.702,128.172
24813,2025-09-21T16:49:07.219,160.0,159.529,141.306,141.306,161.484,159.529,129.543
24913,2025-09-21T16:49:07.337,160.0,-1.000,141.306,141.306,161.484,159.529,129.543
25013,2025-09-21T16:49:07.437,160.0,-1.000,141.306,141.306,161.484,159.529,129.543
25113,2025-09-21T16:49:07.507,160.0,0.051,105.992,105.992,160.112,159.529,123.880
25213,2025-09-21T16:49:07.618,160.0,160.009,119.497,119.497,160.009,160.009,125.460
25313,2025-09-21T16:49:07.718,160.0,161.330,129.955,129.955,160.009,161.330,127.029
25413,2025-09-21T16:49:07.819,160.0,167.744,139.402,139.402,160.009,167.744,128.810
25513,2025-09-21T16:49:07.937,160.0,-1.000,139.402,139.402,160.009,160.112,128.810
25613,2025-09-21T16:49:08.038,160.0,-1.000,139.402,139.402,160.009,160.112,128.810
25713,2025-09-21T16:49:08.108,160.0,0.051,104.565,104.565,160.009,160.112,123.179
25813,2025-09-21T16:49:08.219,160.0,159.701,118.349,118.349,160.009,159.701,124.776
25913,2025-09-21T16:49:08.318,160.0,160.541,128.897,128.897,160.541,160.541,126.340
26013,2025-09-21T16:49:08.418,160.0,162.308,137.249,137.249,160.541,162.308,127.913
26113,2025-09-21T16:49:08.518,160.0,159.581,142.832,142.832,159.701,159.581,129.298
26213,2025-09-21T16:49:08.619,160.0,165.618,148.529,148.529,160.541,165.618,130.886
26313,2025-09-21T16:49:08.737,160.0,-1.000,148.529,148.529,160.541,160.009,130.886
26413,2025-09-21T16:49:08.837,160.0,-1.000,148.529,148.529,160.541,160.009,130.886
26513,2025-09-21T16:49:08.906,160.0,0.051,111.409,111.409,160.541,160.009,125.164
26613,2025-09-21T16:49:09.018,160.0,158.895,123.281,123.281,159.581,158.895,126.640
26713,2025-09-21T16:49:09.118,160.0,158.380,132.056,132.056,158.895,158.380,128.028
26813,2025-09-21T16:49:09.218,160.0,157.814,138.495,138.495,158.380,157.814,129.330
26913,2025-09-21T16:49:09.318,160.0,157.334,143.205,143.205,157.814,157.334,130.555
27013,2025-09-21T16:49:09.418,160.0,158.843,147.115,147.115,158.380,158.843,131.792
27113,2025-09-21T16:49:09.518,160.0,157.488,149.708,149.708,157.814,157.488,132.916
27213,2025-09-21T16:49:09.618,160.0,157.214,151.585,151.585,157.488,157.214,133.979
