t_ms,host_time_iso,true_distance_cm,measured_dist_cm
737963,2025-09-21T11:50:41.609,50.0,50.044
738063,2025-09-21T11:50:41.709,50.0,49.632
738163,2025-09-21T11:50:41.809,50.0,49.632
738263,2025-09-21T11:50:41.909,50.0,49.666
738363,2025-09-21T11:50:42.009,50.0,49.666
738463,2025-09-21T11:50:42.109,50.0,49.666
738563,2025-09-21T11:50:42.209,50.0,49.684
738663,2025-09-21T11:50:42.309,50.0,49.684
738763,2025-09-21T11:50:42.409,50.0,49.684
738863,2025-09-21T11:50:42.509,50.0,49.684
738963,2025-09-21T11:50:42.609,50.0,49.684
739063,2025-09-21T11:50:42.710,50.0,49.666
739163,2025-09-21T11:50:42.809,50.0,49.666
739263,2025-09-21T11:50:42.909,50.0,50.044
739363,2025-09-21T11:50:43.009,50.0,49.632
739463,2025-09-21T11:50:43.109,50.0,49.632
739563,2025-09-21T11:50:43.209,50.0,49.615
739663,2025-09-21T11:50:43.309,50.0,49.615
739763,2025-09-21T11:50:43.409,50.0,49.615
739863,2025-09-21T11:50:43.510,50.0,49.632
739963,2025-09-21T11:50:43.610,50.0,49.615
740063,2025-09-21T11:50:43.709,50.0,49.632
740163,2025-09-21T11:50:43.809,50.0,49.632
740263,2025-09-21T11:50:43.910,50.0,49.632
740363,2025-09-21T11:50:44.009,50.0,49.684
740463,2025-09-21T11:50:44.109,50.0,49.632
740563,2025-09-21T11:50:44.210,50.0,49.632
740663,2025-09-21T11:50:44.309,50.0,49.632
740763,2025-09-21T11:50:44.410,50.0,49.615
740863,2025-09-21T11:50:44.509,50.0,49.632
740963,2025-09-21T11:50:44.609,50.0,49.632
741063,2025-09-21T11:50:44.709,50.0,49.615
741163,2025-09-21T11:50:44.809,50.0,49.632
741263,2025-09-21T11:50:44.909,50.0,49.615
741363,2025-09-21T11:50:45.009,50.0,49.615
741463,2025-09-21T11:50:45.109,50.0,49.632
741563,2025-09-21T11:50:45.208,50.0,49.615
741663,2025-09-21T11:50:45.308,50.0,49.632
741763,2025-09-21T11:50:45.409,50.0,49.615
741863,2025-09-21T11:50:45.508,50.0,49.632
741963,2025-09-21T11:50:45.608,50.0,49.632
742063,2025-09-21T11:50:45.708,50.0,49.632
742163,2025-09-21T11:50:45.809,50.0,49.632
742263,2025-09-21T11:50:45.909,50.0,49.632
742363,2025-09-21T11:50:46.010,50.0,49.632
742463,2025-09-21T11:50:46.110,50.0,49.666
742563,2025-09-21T11:50:46.209,50.0,50.044
742663,2025-09-21T11:50:46.310,50.0,50.044
742763,2025-09-21T11:50:46.409,50.0,49.666
742863,2025-09-21T11:50:46.509,50.0,50.044
742963,2025-09-21T11:50:46.609,50.0,50.044
743063,2025-09-21T11:50:46.709,50.0,50.044
743163,2025-09-21T11:50:46.809,50.0,50.044
743263,2025-09-21T11:50:46.910,50.0,50.044
743363,2025-09-21T11:50:47.010,50.0,49.632
743463,2025-09-21T11:50:47.109,50.0,49.615
743563,2025-09-21T11:50:47.209,50.0,49.615
743663,2025-09-21T11:50:47.309,50.0,49.615
743763,2025-09-21T11:50:47.410,50.0,50.044
743863,2025-09-21T11:50:47.509,50.0,49.632
743963,2025-09-21T11:50:47.609,50.0,49.632
744063,2025-09-21T11:50:47.709,50.0,50.044
744163,2025-09-21T11:50:47.809,50.0,49.632
744263,2025-09-21T11:50:47.909,50.0,49.632
744363,2025-09-21T11:50:48.009,50.0,49.615
744463,2025-09-21T11:50:48.109,50.0,49.632
744563,2025-09-21T11:50:48.210,50.0,49.632
744663,2025-09-21T11:50:48.309,50.0,49.632
744763,2025-09-21T11:50:48.409,50.0,49.632
744863,2025-09-21T11:50:48.509,50.0,49.632
744963,2025-09-21T11:50:48.609,50.0,49.632
745063,2025-09-21T11:50:48.709,50.0,49.615
745163,2025-09-21T11:50:48.809,50.0,49.632
745263,2025-09-21T11:50:48.909,50.0,49.615
745363,2025-09-21T11:50:49.009,50.0,49.632
745463,2025-09-21T11:50:49.109,50.0,49.615
745563,2025-09-21T11:50:49.209,50.0,49.615
745663,2025-09-21T11:50:49.309,50.0,49.615
745763,2025-09-21T11:50:49.409,50.0,49.992
745863,2025-09-21T11:50:49.509,50.0,49.615
745963,2025-09-21T11:50:49.609,50.0,49.615
746063,2025-09-21T11:50:49.709,50.0,49.615
746163,2025-09-21T11:50:49.809,50.0,49.615
746263,2025-09-21T11:50:49.909,50.0,49.615
746363,2025-09-21T11:50:50.009,50.0,49.666
746463,2025-09-21T11:50:50.109,50.0,49.666
746563,2025-09-21T11:50:50.209,50.0,49.666
746663,2025-09-21T11:50:50.309,50.0,49.666
746763,2025-09-21T11:50:50.409,50.0,49.666
746863,2025-09-21T11:50:50.509,50.0,49.649
746963,2025-09-21T11:50:50.609,50.0,49.666
747063,2025-09-21T11:50:50.709,50.0,49.649
747163,2025-09-21T11:50:50.809,50.0,49.666
747263,2025-09-21T11:50:50.909,50.0,49.666
747363,2025-09-21T11:50:51.009,50.0,49.666
747463,2025-09-21T11:50:51.109,50.0,49.649
747563,2025-09-21T11:50:51.209,50.0,49.649
747663,2025-09-21T11:50:51.309,50.0,49.649
747763,2025-09-21T11:50:51.409,50.0,49.649
747863,2025-09-21T11:50:51.509,50.0,49.649
747963,2025-09-21T11:50:51.609,50.0,49.666
748063,2025-09-21T11:50:51.709,50.0,49.649
748163,2025-09-21T11:50:51.808,50.0,49.649
762863,2025-09-21T11:51:06.509,60.0,59.133
762963,2025-09-21T11:51:06.609,60.0,58.722
763063,2025-09-21T11:51:06.709,60.0,58.739
763163,2025-09-21T11:51:06.809,60.0,58.739
763263,2025-09-21T11:51:06.909,60.0,59.150
763363,2025-09-21T11:51:07.009,60.0,59.150
763463,2025-09-21T11:51:07.109,60.0,59.133
763563,2025-09-21T11:51:07.209,60.0,59.133
763663,2025-09-21T11:51:07.309,60.0,58.739
763763,2025-09-21T11:51:07.409,60.0,58.739
763863,2025-09-21T11:51:07.509,60.0,58.722
763963,2025-09-21T11:51:07.609,60.0,58.739
764063,2025-09-21T11:51:07.709,60.0,58.756
764163,2025-09-21T11:51:07.810,60.0,58.739
764263,2025-09-21T11:51:07.909,60.0,58.704
764363,2025-09-21T11:51:08.009,60.0,58.722
764463,2025-09-21T11:51:08.109,60.0,58.722
764563,2025-09-21T11:51:08.209,60.0,58.722
764663,2025-09-21T11:51:08.309,60.0,59.133
764763,2025-09-21T11:51:08.410,60.0,58.756
764863,2025-09-21T11:51:08.509,60.0,58.756
764963,2025-09-21T11:51:08.609,60.0,58.773
765063,2025-09-21T11:51:08.710,60.0,58.773
765163,2025-09-21T11:51:08.809,60.0,58.773
765263,2025-09-21T11:51:08.910,60.0,58.756
765363,2025-09-21T11:51:09.009,60.0,58.773
765463,2025-09-21T11:51:09.108,60.0,58.773
765563,2025-09-21T11:51:09.209,60.0,58.756
765663,2025-09-21T11:51:09.309,60.0,58.773
765763,2025-09-21T11:51:09.409,60.0,58.773
765863,2025-09-21T11:51:09.509,60.0,58.773
765963,2025-09-21T11:51:09.609,60.0,58.756
766063,2025-09-21T11:51:09.709,60.0,58.756
766163,2025-09-21T11:51:09.809,60.0,59.167
766263,2025-09-21T11:51:09.909,60.0,59.167
766363,2025-09-21T11:51:10.009,60.0,59.167
766463,2025-09-21T11:51:10.109,60.0,59.167
766563,2025-09-21T11:51:10.210,60.0,59.167
766663,2025-09-21T11:51:10.309,60.0,59.150
766763,2025-09-21T11:51:10.409,60.0,58.790
766863,2025-09-21T11:51:10.509,60.0,58.756
766963,2025-09-21T11:51:10.609,60.0,58.756
767063,2025-09-21T11:51:10.709,60.0,59.150
767163,2025-09-21T11:51:10.809,60.0,58.756
767263,2025-09-21T11:51:10.909,60.0,58.756
767363,2025-09-21T11:51:11.009,60.0,58.773
767463,2025-09-21T11:51:11.110,60.0,59.167
767563,2025-09-21T11:51:11.209,60.0,59.167
767663,2025-09-21T11:51:11.309,60.0,58.773
767763,2025-09-21T11:51:11.409,60.0,58.773
767863,2025-09-21T11:51:11.509,60.0,58.790
767963,2025-09-21T11:51:11.609,60.0,59.167
768063,2025-09-21T11:51:11.709,60.0,58.756
768163,2025-09-21T11:51:11.809,60.0,59.150
768263,2025-09-21T11:51:11.909,60.0,58.773
768363,2025-09-21T11:51:12.009,60.0,59.150
768463,2025-09-21T11:51:12.109,60.0,58.739
768563,2025-09-21T11:51:12.209,60.0,58.773
768663,2025-09-21T11:51:12.309,60.0,59.167
768763,2025-09-21T11:51:12.410,60.0,59.150
768863,2025-09-21T11:51:12.509,60.0,58.773
768963,2025-09-21T11:51:12.609,60.0,59.150
769063,2025-09-21T11:51:12.709,60.0,59.150
769163,2025-09-21T11:51:12.809,60.0,58.739
769263,2025-09-21T11:51:12.909,60.0,58.739
769363,2025-09-21T11:51:13.009,60.0,58.739
769463,2025-09-21T11:51:13.109,60.0,58.739
769563,2025-09-21T11:51:13.209,60.0,58.739
769663,2025-09-21T11:51:13.309,60.0,58.739
769763,2025-09-21T11:51:13.408,60.0,58.739
769863,2025-09-21T11:51:13.509,60.0,58.739
769963,2025-09-21T11:51:13.609,60.0,58.739
770063,2025-09-21T11:51:13.709,60.0,58.739
770163,2025-09-21T11:51:13.809,60.0,59.133
770263,2025-09-21T11:51:13.909,60.0,58.773
770363,2025-09-21T11:51:14.009,60.0,59.150
770463,2025-09-21T11:51:14.109,60.0,58.756
770563,2025-09-21T11:51:14.209,60.0,58.773
770663,2025-09-21T11:51:14.309,60.0,59.167
770763,2025-09-21T11:51:14.402,60.0,0.806
770863,2025-09-21T11:51:14.502,60.0,0.806
770963,2025-09-21T11:51:14.602,60.0,0.806
771063,2025-09-21T11:51:14.703,60.0,0.806
771163,2025-09-21T11:51:14.809,60.0,59.202
771263,2025-09-21T11:51:14.909,60.0,58.790
771363,2025-09-21T11:51:15.009,60.0,58.790
771463,2025-09-21T11:51:15.109,60.0,58.790
771563,2025-09-21T11:51:15.209,60.0,58.790
771663,2025-09-21T11:51:15.309,60.0,59.219
771763,2025-09-21T11:51:15.409,60.0,58.807
771863,2025-09-21T11:51:15.509,60.0,59.219
771963,2025-09-21T11:51:15.609,60.0,58.807
772063,2025-09-21T11:51:15.708,60.0,59.219
772163,2025-09-21T11:51:15.809,60.0,59.219
772263,2025-09-21T11:51:15.909,60.0,59.219
772363,2025-09-21T11:51:16.009,60.0,58.859
772463,2025-09-21T11:51:16.108,60.0,58.859
772563,2025-09-21T11:51:16.208,60.0,58.859
772663,2025-09-21T11:51:16.309,60.0,58.859
772763,2025-09-21T11:51:16.402,60.0,0.806
772863,2025-09-21T11:51:16.502,60.0,0.806
772963,2025-09-21T11:51:16.609,60.0,58.859
773063,2025-09-21T11:51:16.708,60.0,58.859
773163,2025-09-21T11:51:16.808,60.0,58.859
773263,2025-09-21T11:51:16.909,60.0,58.859
773363,2025-09-21T11:51:17.009,60.0,59.219
773463,2025-09-21T11:51:17.109,60.0,58.842
773563,2025-09-21T11:51:17.208,60.0,58.842
773663,2025-09-21T11:51:17.302,60.0,0.806
773763,2025-09-21T11:51:17.402,60.0,0.806
773863,2025-09-21T11:51:17.502,60.0,0.806
773963,2025-09-21T11:51:17.602,60.0,0.806
774063,2025-09-21T11:51:17.703,60.0,0.806
774163,2025-09-21T11:51:17.803,60.0,0.806
774263,2025-09-21T11:51:17.902,60.0,0.806
774363,2025-09-21T11:51:18.008,60.0,58.859
774463,2025-09-21T11:51:18.109,60.0,58.859
774563,2025-09-21T11:51:18.208,60.0,59.270
774663,2025-09-21T11:51:18.309,60.0,59.270
774763,2025-09-21T11:51:18.408,60.0,58.876
