t_ms,host_time_iso,true_distance_cm,raw_cm,ema_cm,lp_cm,median_cm,outlier_cm,kalman_cm
9713,2025-09-21T16:46:27.904,120,-1,115.712,115.712,116.208,115.317,111.866
9813,2025-09-21T16:46:28.004,120,-1,115.712,115.712,116.208,115.317,111.866
9913,2025-09-21T16:46:28.071,120,0.051,86.796,86.796,116.208,115.317,106.974
10013,2025-09-21T16:46:28.181,120,121.353,95.436,95.436,116.363,121.353,107.603
10113,2025-09-21T16:46:28.282,120,119.518,101.456,101.456,116.826,119.518,108.125
10213,2025-09-21T16:46:28.382,120,118.627,105.749,105.749,118.627,118.627,108.584
10313,2025-09-21T16:46:28.483,120,118.815,109.015,109.015,118.815,118.815,109.032
10413,2025-09-21T16:46:28.583,120,118.558,111.401,111.401,118.815,118.558,109.448
10513,2025-09-21T16:46:28.683,120,119.09,113.323,113.323,118.815,119.09,109.87
10613,2025-09-21T16:46:28.783,120,116.294,114.066,114.066,118.627,116.294,110.151
10713,2025-09-21T16:46:28.882,120,117.357,114.889,114.889,118.558,117.357,110.466
10813,2025-09-21T16:46:28.983,120,118.318,115.746,115.746,118.318,118.318,110.81
10913,2025-09-21T16:46:29.083,120,118.266,116.376,116.376,118.266,118.266,111.136
11013,2025-09-21T16:46:29.182,120,114.888,116.004,116.004,117.357,118.558,111.3
11113,2025-09-21T16:46:29.283,120,116.363,116.094,116.094,117.357,116.363,111.521
11213,2025-09-21T16:46:29.383,120,114.854,115.784,115.784,116.363,114.854,111.667
11313,2025-09-21T16:46:29.482,120,114.202,115.388,115.388,114.888,114.202,111.778
11413,2025-09-21T16:46:29.582,120,115.368,115.383,115.383,114.888,115.368,111.935
11513,2025-09-21T16:46:29.682,120,115.317,115.367,115.367,115.317,115.317,112.083
11613,2025-09-21T16:46:29.783,120,118.146,116.061,116.061,115.317,118.146,112.348
11713,2025-09-21T16:46:29.904,120,-1,116.061,116.061,115.317,116.294,112.348
11813,2025-09-21T16:46:30.005,120,-1,116.061,116.061,115.317,116.294,112.348
11913,2025-09-21T16:46:30.072,120,0.051,87.059,87.059,115.317,115.368,107.437
12013,2025-09-21T16:46:30.180,120,114.991,94.042,94.042,115.317,114.991,107.767
12113,2025-09-21T16:46:30.281,120,115.522,99.412,99.412,115.317,115.522,108.106
12213,2025-09-21T16:46:30.382,120,115.505,103.435,103.435,115.505,115.505,108.43
12313,2025-09-21T16:46:30.483,120,121.508,107.953,107.953,115.505,115.368,109.002
12413,2025-09-21T16:46:30.583,120,117.563,110.356,110.356,115.522,117.563,109.376
12513,2025-09-21T16:46:30.682,120,116.671,111.935,111.935,116.671,116.671,109.695
12613,2025-09-21T16:46:30.783,120,120.564,114.092,114.092,117.563,120.564,110.171
12713,2025-09-21T16:46:30.883,120,116.311,114.647,114.647,117.563,116.311,110.439
12813,2025-09-21T16:46:30.983,120,119.09,115.758,115.758,117.563,119.09,110.818
12913,2025-09-21T16:46:31.082,120,116.363,115.909,115.909,116.671,116.363,111.06
13013,2025-09-21T16:46:31.182,120,113.996,115.431,115.431,116.363,113.996,111.188
13113,2025-09-21T16:46:31.283,120,114.836,115.282,115.282,116.311,114.836,111.348
13213,2025-09-21T16:46:31.383,120,116.946,115.698,115.698,116.363,116.946,111.593
13313,2025-09-21T16:46:31.482,120,116.706,115.95,115.95,116.363,116.706,111.816
13413,2025-09-21T16:46:31.582,120,117.1,116.238,116.238,116.706,117.1,112.047
13513,2025-09-21T16:46:31.682,120,115.728,116.11,116.11,116.706,115.728,112.208
13613,2025-09-21T16:46:31.782,120,116.586,116.229,116.229,116.706,116.586,112.4
13713,2025-09-21T16:46:31.882,120,118.421,116.777,116.777,116.706,118.421,112.663
13813,2025-09-21T16:46:31.983,120,114.991,116.33,116.33,116.586,114.991,112.765
13913,2025-09-21T16:46:32.082,120,114.048,115.76,115.76,115.728,114.048,112.821
14013,2025-09-21T16:46:32.183,120,117.426,116.176,116.176,116.586,117.426,113.022
14113,2025-09-21T16:46:32.283,120,116.946,116.369,116.369,116.946,116.946,113.194
14213,2025-09-21T16:46:32.383,120,116.311,116.354,116.354,116.311,116.311,113.33
14313,2025-09-21T16:46:32.483,120,116.894,116.489,116.489,116.894,116.894,113.486
14413,2025-09-21T16:46:32.582,120,116.946,116.603,116.603,116.946,116.946,113.638
14513,2025-09-21T16:46:32.682,120,118.318,117.032,117.032,116.946,118.318,113.842
14613,2025-09-21T16:46:32.783,120,122.571,118.417,118.417,116.946,116.946,114.224
14713,2025-09-21T16:46:32.883,120,117.1,118.088,118.088,117.1,117.1,114.35
14813,2025-09-21T16:46:32.983,120,120.736,118.75,118.75,118.318,116.946,114.629
14913,2025-09-21T16:46:33.082,120,117.752,118.5,118.5,118.318,117.752,114.766
15013,2025-09-21T16:46:33.183,120,118.678,118.545,118.545,118.678,118.678,114.937
15113,2025-09-21T16:46:33.283,120,117.049,118.171,118.171,117.752,117.049,115.029
15213,2025-09-21T16:46:33.382,120,114.631,117.286,117.286,117.752,114.631,115.012
15313,2025-09-21T16:46:33.483,120,115.985,116.961,116.961,117.049,115.985,115.054
15413,2025-09-21T16:46:33.583,120,118.524,117.351,117.351,117.049,118.524,115.206
15513,2025-09-21T16:46:33.683,120,118.215,117.567,117.567,117.049,118.215,115.338
15613,2025-09-21T16:46:33.782,120,116.843,117.386,117.386,116.843,116.843,115.403
15713,2025-09-21T16:46:33.883,120,117.992,117.538,117.538,117.992,117.992,115.517
15813,2025-09-21T16:46:33.983,120,117.255,117.467,117.467,117.992,117.255,115.593
15913,2025-09-21T16:46:34.083,120,121.25,118.413,118.413,117.992,121.25,115.84
16013,2025-09-21T16:46:34.183,120,116.414,117.913,117.913,117.255,116.414,115.865
16113,2025-09-21T16:46:34.282,120,118.215,117.989,117.989,117.992,118.215,115.968
16213,2025-09-21T16:46:34.383,120,119.21,118.294,118.294,118.215,119.21,116.11
16313,2025-09-21T16:46:34.483,120,119.261,118.536,118.536,119.21,119.261,116.247
16413,2025-09-21T16:46:34.582,120,117.786,118.348,118.348,118.215,117.786,116.315
16513,2025-09-21T16:46:34.682,120,118.215,118.315,118.315,118.215,118.215,116.398
16613,2025-09-21T16:46:34.782,120,117.529,118.118,118.118,118.215,117.529,116.447
16713,2025-09-21T16:46:34.883,120,118.095,118.113,118.113,118.095,118.095,116.519
16813,2025-09-21T16:46:34.982,120,117.169,117.877,117.877,117.786,117.169,116.548
16913,2025-09-21T16:46:35.083,120,118.043,117.918,117.918,118.043,118.043,116.613
17013,2025-09-21T16:46:35.182,120,117.426,117.795,117.795,117.529,117.426,116.649
17113,2025-09-21T16:46:35.282,120,116.414,117.45,117.45,117.426,116.414,116.638
17213,2025-09-21T16:46:35.382,120,116.26,117.152,117.152,117.169,116.26,116.622
17313,2025-09-21T16:46:35.482,120,116.517,116.994,116.994,116.517,116.517,116.617
17413,2025-09-21T16:46:35.582,120,115.265,116.562,116.562,116.414,115.265,116.558
17513,2025-09-21T16:46:35.683,120,116.38,116.516,116.516,116.38,116.38,116.55
17613,2025-09-21T16:46:35.782,120,114.408,115.989,115.989,116.26,114.408,116.457
17713,2025-09-21T16:46:35.882,120,114.631,115.649,115.649,115.265,114.631,116.377
17813,2025-09-21T16:46:35.982,120,118.301,116.312,116.312,115.265,118.301,116.461
17913,2025-09-21T16:46:36.104,120,-1,116.312,116.312,115.265,116.414,116.461
18013,2025-09-21T16:46:36.204,120,-1,116.312,116.312,115.265,116.414,116.461
18113,2025-09-21T16:46:36.271,120,0.051,87.247,87.247,114.631,116.38,111.37
18213,2025-09-21T16:46:36.381,120,116.997,94.685,94.685,114.631,116.997,111.616
18313,2025-09-21T16:46:36.482,120,116.054,100.027,100.027,116.054,116.054,111.81
18413,2025-09-21T16:46:36.583,120,116.894,104.244,104.244,116.894,116.894,112.033
18513,2025-09-21T16:46:36.682,120,115.574,107.076,107.076,116.054,115.574,112.187
18613,2025-09-21T16:46:36.782,120,114.631,108.965,108.965,116.054,114.631,112.294
18713,2025-09-21T16:46:36.883,120,115.368,110.566,110.566,115.574,115.368,112.429
18813,2025-09-21T16:46:36.982,120,115.471,111.792,111.792,115.471,115.471,112.562
18913,2025-09-21T16:46:37.082,120,115.574,112.737,112.737,115.471,115.574,112.694
19013,2025-09-21T16:46:37.183,120,117.203,113.854,113.854,115.471,117.203,112.891
19113,2025-09-21T16:46:37.282,120,115.883,114.361,114.361,115.574,115.883,113.022
19213,2025-09-21T16:46:37.382,120,115.677,114.69,114.69,115.677,115.677,113.138
19313,2025-09-21T16:46:37.483,120,117.838,115.477,115.477,115.883,115.677,113.343
19413,2025-09-21T16:46:37.583,120,121.628,117.015,117.015,117.203,115.677,113.706
19513,2025-09-21T16:46:37.682,120,115.9,116.736,116.736,115.9,115.9,113.801
19613,2025-09-21T16:46:37.783,120,116.003,116.553,116.553,116.003,116.003,113.898
19713,2025-09-21T16:46:37.882,120,118.043,116.925,116.925,117.838,118.043,114.079
19813,2025-09-21T16:46:37.982,120,118.266,117.261,117.261,118.043,118.266,114.262
19913,2025-09-21T16:46:38.082,120,117.58,117.341,117.341,117.58,117.58,114.407
20013,2025-09-21T16:46:38.182,120,118.163,117.546,117.546,118.043,118.163,114.572
20113,2025-09-21T16:46:38.282,120,117.1,117.435,117.435,118.043,117.1,114.682
20213,2025-09-21T16:46:38.383,120,118.386,117.673,117.673,118.163,118.386,114.844
20313,2025-09-21T16:46:38.483,120,117.049,117.517,117.517,117.58,117.049,114.941
20413,2025-09-21T16:46:38.582,120,117.323,117.468,117.468,117.323,117.323,115.045
20513,2025-09-21T16:46:38.683,120,117.889,117.574,117.574,117.323,117.889,115.169
20613,2025-09-21T16:46:38.782,120,117.049,117.442,117.442,117.323,117.049,115.251
20713,2025-09-21T16:46:38.882,120,116.431,117.19,117.19,117.049,116.431,115.303
20813,2025-09-21T16:46:38.982,120,116.26,116.957,116.957,117.049,116.26,115.345
20913,2025-09-21T16:46:39.082,120,117.58,117.113,117.113,117.049,117.58,115.443
21013,2025-09-21T16:46:39.182,120,118.781,117.53,117.53,117.049,118.781,115.589
21113,2025-09-21T16:46:39.283,120,119.741,118.083,118.083,117.58,119.741,115.77
21213,2025-09-21T16:46:39.382,120,115.848,117.524,117.524,117.58,115.848,115.774
21313,2025-09-21T16:46:39.504,120,-1,117.524,117.524,117.58,117.323,115.774
21413,2025-09-21T16:46:39.604,120,-1,117.524,117.524,117.58,117.323,115.774
21513,2025-09-21T16:46:39.672,120,0.051,88.156,88.156,117.58,117.049,110.713
