t_ms,host_time_iso,true_distance_cm,raw_cm,ema_cm,lp_cm,median_cm,outlier_cm,kalman_cm
8113,2025-09-21T16:43:04.634,40.0,36.632,37.097,37.097,36.838,36.632,34.453
8213,2025-09-21T16:43:04.733,40.0,36.101,36.848,36.848,36.632,36.101,34.525
8313,2025-09-21T16:43:04.833,40.0,36.787,36.833,36.833,36.632,36.787,34.624
8413,2025-09-21T16:43:04.934,40.0,36.204,36.676,36.676,36.204,36.204,34.694
8513,2025-09-21T16:43:05.033,40.0,36.152,36.545,36.545,36.204,36.152,34.757
8613,2025-09-21T16:43:05.133,40.0,35.689,36.331,36.331,36.152,35.689,34.798
8713,2025-09-21T16:43:05.233,40.0,35.638,36.158,36.158,36.152,35.638,34.835
8813,2025-09-21T16:43:05.333,40.0,35.586,36.015,36.015,35.689,35.586,34.868
8913,2025-09-21T16:43:05.433,40.0,36.427,36.118,36.118,35.689,36.427,34.936
9013,2025-09-21T16:43:05.533,40.0,36.066,36.105,36.105,35.689,36.066,34.986
9113,2025-09-21T16:43:05.633,40.0,36.993,36.327,36.327,36.066,36.993,35.073
9213,2025-09-21T16:43:05.733,40.0,39.205,37.046,37.046,36.427,36.152,35.254
9313,2025-09-21T16:43:05.833,40.0,35.535,36.668,36.668,36.427,35.535,35.267
9413,2025-09-21T16:43:05.933,40.0,35.158,36.291,36.291,36.066,35.158,35.262
9513,2025-09-21T16:43:06.033,40.0,35.638,36.127,36.127,35.638,35.638,35.278
9613,2025-09-21T16:43:06.133,40.0,36.478,36.215,36.215,35.638,36.478,35.331
9713,2025-09-21T16:43:06.233,40.0,36.409,36.264,36.264,35.638,36.409,35.378
9813,2025-09-21T16:43:06.333,40.0,35.638,36.107,36.107,35.638,35.638,35.389
9913,2025-09-21T16:43:06.433,40.0,36.101,36.106,36.106,36.101,36.101,35.420
10013,2025-09-21T16:43:06.534,40.0,36.118,36.109,36.109,36.118,36.118,35.451
10113,2025-09-21T16:43:06.635,40.0,36.101,36.107,36.107,36.101,36.101,35.479
10213,2025-09-21T16:43:06.734,40.0,36.787,36.277,36.277,36.101,36.787,35.537
10313,2025-09-21T16:43:06.834,40.0,36.478,36.327,36.327,36.118,36.478,35.578
10413,2025-09-21T16:43:06.934,40.0,34.849,35.957,35.957,36.118,34.849,35.546
10513,2025-09-21T16:43:07.034,40.0,34.797,35.667,35.667,36.101,34.797,35.513
10613,2025-09-21T16:43:07.134,40.0,34.369,35.343,35.343,34.849,34.369,35.463
10713,2025-09-21T16:43:07.234,40.0,34.420,35.112,35.112,34.797,34.420,35.417
10813,2025-09-21T16:43:07.335,40.0,34.472,34.952,34.952,34.472,34.472,35.376
10913,2025-09-21T16:43:07.434,40.0,35.003,34.965,34.965,34.472,35.003,35.360
11013,2025-09-21T16:43:07.533,40.0,35.106,35.000,35.000,34.472,35.106,35.349
11113,2025-09-21T16:43:07.634,40.0,35.055,35.014,35.014,35.003,35.055,35.336
11213,2025-09-21T16:43:07.735,40.0,35.415,35.114,35.114,35.055,35.415,35.339
11313,2025-09-21T16:43:07.834,40.0,35.535,35.219,35.219,35.106,35.535,35.348
11413,2025-09-21T16:43:07.934,40.0,35.689,35.337,35.337,35.415,35.689,35.363
11513,2025-09-21T16:43:08.034,40.0,35.792,35.451,35.451,35.535,35.792,35.381
11613,2025-09-21T16:43:08.134,40.0,36.478,35.707,35.707,35.689,36.478,35.429
11713,2025-09-21T16:43:08.235,40.0,36.375,35.874,35.874,35.792,36.375,35.471
11813,2025-09-21T16:43:08.334,40.0,35.998,35.905,35.905,35.998,35.998,35.494
11913,2025-09-21T16:43:08.461,40.0,-1.000,35.905,35.905,35.998,35.535,35.494
12013,2025-09-21T16:43:08.562,40.0,-1.000,35.905,35.905,35.998,35.535,35.494
12113,2025-09-21T16:43:08.631,40.0,0.051,26.942,26.942,35.998,35.535,33.944
12213,2025-09-21T16:43:08.735,40.0,37.267,29.523,29.523,36.375,37.267,34.089
12313,2025-09-21T16:43:08.835,40.0,37.215,31.446,31.446,36.375,37.215,34.226
12413,2025-09-21T16:43:08.935,40.0,37.627,32.991,32.991,37.215,37.627,34.375
12513,2025-09-21T16:43:09.035,40.0,38.948,34.480,34.480,37.267,38.948,34.575
12613,2025-09-21T16:43:09.162,40.0,-1.000,34.480,34.480,37.267,36.375,34.575
12713,2025-09-21T16:43:09.261,40.0,-1.000,34.480,34.480,37.267,36.375,34.575
12813,2025-09-21T16:43:09.332,40.0,0.051,25.873,25.873,37.267,36.375,33.065
12913,2025-09-21T16:43:09.434,40.0,40.800,29.605,29.605,37.627,36.478,33.403
13013,2025-09-21T16:43:09.534,40.0,39.256,32.018,32.018,38.948,39.256,33.659
13113,2025-09-21T16:43:09.634,40.0,39.411,33.866,33.866,39.256,39.411,33.911
13213,2025-09-21T16:43:09.734,40.0,38.948,35.136,35.136,39.256,38.948,34.131
13313,2025-09-21T16:43:09.834,40.0,37.215,35.656,35.656,39.256,37.215,34.266
13413,2025-09-21T16:43:09.935,40.0,39.634,36.651,36.651,39.256,39.634,34.501
13513,2025-09-21T16:43:10.034,40.0,37.576,36.882,36.882,38.948,37.576,34.635
13613,2025-09-21T16:43:10.134,40.0,39.788,37.608,37.608,38.948,39.788,34.860
13713,2025-09-21T16:43:10.234,40.0,36.941,37.442,37.442,37.576,36.941,34.951
13813,2025-09-21T16:43:10.333,40.0,35.689,37.003,37.003,37.576,35.689,34.984
13913,2025-09-21T16:43:10.434,40.0,34.643,36.413,36.413,36.941,34.643,34.969
14013,2025-09-21T16:43:10.534,40.0,34.780,36.005,36.005,35.689,34.780,34.960
14113,2025-09-21T16:43:10.634,40.0,35.741,35.939,35.939,35.689,35.741,34.995
14213,2025-09-21T16:43:10.734,40.0,34.746,35.641,35.641,34.780,34.746,34.984
14313,2025-09-21T16:43:10.834,40.0,35.055,35.494,35.494,34.780,35.055,34.987
14413,2025-09-21T16:43:10.934,40.0,35.106,35.397,35.397,35.055,35.106,34.992
14513,2025-09-21T16:43:11.061,40.0,-1.000,35.397,35.397,35.055,35.689,34.992
14613,2025-09-21T16:43:11.161,40.0,-1.000,35.397,35.397,35.055,35.689,34.992
14713,2025-09-21T16:43:11.231,40.0,0.051,26.561,26.561,35.055,35.106,33.464
14813,2025-09-21T16:43:11.335,40.0,40.834,30.129,30.129,35.055,35.106,33.786
14913,2025-09-21T16:43:11.434,40.0,37.627,32.004,32.004,35.106,37.627,33.954
15013,2025-09-21T16:43:11.534,40.0,36.478,33.122,33.122,36.478,36.478,34.065
15113,2025-09-21T16:43:11.661,40.0,-1.000,33.122,33.122,36.478,35.106,34.065
15213,2025-09-21T16:43:11.762,40.0,-1.000,33.122,33.122,36.478,35.106,34.065
15313,2025-09-21T16:43:11.831,40.0,0.051,24.855,24.855,36.478,35.055,32.577
15413,2025-09-21T16:43:11.934,40.0,42.000,29.141,29.141,37.627,42.000,32.989
15513,2025-09-21T16:43:12.034,40.0,38.467,31.473,31.473,37.627,38.467,33.229
15613,2025-09-21T16:43:12.134,40.0,38.313,33.183,33.183,38.313,38.313,33.451
15713,2025-09-21T16:43:12.234,40.0,37.576,34.281,34.281,38.313,37.576,33.632
15813,2025-09-21T16:43:12.361,40.0,-1.000,34.281,34.281,38.313,37.576,33.632
15913,2025-09-21T16:43:12.462,40.0,-1.000,34.281,34.281,38.313,37.576,33.632
16013,2025-09-21T16:43:12.531,40.0,0.051,25.724,25.724,38.313,37.576,32.163
16113,2025-09-21T16:43:12.634,40.0,38.365,28.884,28.884,38.313,38.365,32.434
16213,2025-09-21T16:43:12.734,40.0,37.576,31.057,31.057,37.576,37.576,32.659
16313,2025-09-21T16:43:12.862,40.0,-1.000,31.057,31.057,37.576,37.627,32.659
16413,2025-09-21T16:43:12.961,40.0,-1.000,31.057,31.057,37.576,37.627,32.659
16513,2025-09-21T16:43:13.031,40.0,0.051,23.305,23.305,37.576,37.576,31.233
16613,2025-09-21T16:43:13.134,40.0,37.473,26.847,26.847,37.473,37.473,31.506
16713,2025-09-21T16:43:13.234,40.0,36.632,29.294,29.294,37.473,36.632,31.730
16813,2025-09-21T16:43:13.334,40.0,38.536,31.604,31.604,37.473,38.536,32.028
16913,2025-09-21T16:43:13.434,40.0,36.529,32.836,32.836,36.632,36.529,32.225
17013,2025-09-21T16:43:13.534,40.0,35.895,33.600,33.600,36.632,35.895,32.385
17113,2025-09-21T16:43:13.634,40.0,36.958,34.440,34.440,36.632,36.958,32.585
17213,2025-09-21T16:43:13.734,40.0,36.427,34.937,34.937,36.529,36.427,32.753
17313,2025-09-21T16:43:13.834,40.0,36.427,35.309,35.309,36.427,36.427,32.914
17413,2025-09-21T16:43:13.934,40.0,36.529,35.614,35.614,36.427,36.529,33.072
17513,2025-09-21T16:43:14.034,40.0,36.101,35.736,35.736,36.427,36.101,33.204
17613,2025-09-21T16:43:14.135,40.0,36.427,35.909,35.909,36.427,36.427,33.345
17713,2025-09-21T16:43:14.234,40.0,36.324,36.012,36.012,36.427,36.324,33.476
17813,2025-09-21T16:43:14.335,40.0,35.895,35.983,35.983,36.324,35.895,33.581
17913,2025-09-21T16:43:14.434,40.0,39.839,36.947,36.947,36.324,36.427,33.855
18013,2025-09-21T16:43:14.534,40.0,37.730,37.143,37.143,36.427,37.730,34.024
18113,2025-09-21T16:43:14.635,40.0,37.576,37.251,37.251,37.576,37.576,34.180
18213,2025-09-21T16:43:14.734,40.0,38.107,37.465,37.465,37.730,38.107,34.352
18313,2025-09-21T16:43:14.834,40.0,39.479,37.969,37.969,38.107,39.479,34.576
18413,2025-09-21T16:43:14.934,40.0,37.936,37.960,37.960,37.936,37.936,34.723
18513,2025-09-21T16:43:15.034,40.0,40.474,38.589,38.589,38.107,40.474,34.974
18613,2025-09-21T16:43:15.135,40.0,42.583,39.587,39.587,39.479,42.583,35.307
18713,2025-09-21T16:43:15.234,40.0,42.258,40.255,40.255,40.474,42.258,35.611
