true_distance_cm,raw_mean_cm,raw_pct_error_of_mean,dist_lp_mean,dist_lp_pct_error_of_mean
10.0,11.059544827586215,10.595448275862154,11.05244122011036,10.524412201103601
20.0,20.487919708029185,2.4395985401459264,20.291976133537315,1.4598806676865728
30.0,29.875750000000014,0.4141666666666192,29.75009116800023,0.8330294399992392
40.0,39.823109489051106,0.44222627737223513,39.605424944695756,0.9864376382606111
50.0,49.69125641025641,0.6174871794871848,49.4389879363394,1.1220241273211968
60.0,52.60788333333332,12.320194444444468,52.67535120836742,12.207747986054306
