activity,time_ms,ax,ay,az,gx,gy,gz,ax_ema,ay_ema,az_ema,gx_ema,gy_ema,gz_ema,ax_median,ay_median,az_median,gx_median,gy_median,gz_median,ax_lp,ay_lp,az_lp,gx_lp,gy_lp,gz_lp,ax_outlier,ay_outlier,az_outlier,gx_outlier,gy_outlier,gz_outlier,q0,q1,q2,q3
1,0.0,-0.74699091796875,8.820238916015624,-4.058171813964844,0.14082542132503867,0.18945482414778142,0.271525268363698,-0.74699091796875,8.820238916015624,-4.058171813964844,0.14082542132503867,0.18945482414778142,0.271525268363698,-0.6679822631835937,8.461108666992187,-4.058171813964844,0.14082542132503867,0.17173506914661762,0.271525268363698,-0.7432254309102864,8.695349900391328,-4.011176116029721,0.23680784985764586,0.26588167601897505,0.46243615559687146,-0.74699091796875,8.820238916015624,-4.058171813964844,0.14082542132503867,0.18945482414778142,0.271525268363698,0.9999971003219104,0.0017005551077417553,0.0010316595860476604,0.0013576224051391327
1,10.0,-0.6679822631835937,8.461108666992187,-4.070142822265625,0.2980382852451386,0.18852220546350965,0.4713721292790793,-0.7311891870117186,8.748412866210938,-4.060566015625,0.17226799410905866,0.18926830041092707,0.3114946405467743,-0.74699091796875,8.571241943359375,-4.070142822265625,0.2980382852451386,0.17173506914661762,0.4713721292790793,-0.7123424532526961,8.689929719586884,-3.9984328282977493,0.24681322148197785,0.2533682410204427,0.4792997788759128,-0.6679822631835937,8.461108666992187,-4.070142822265625,0.2980382852451386,0.18852220546350965,0.4713721292790793,0.9999822179300526,0.0041885720229940405,0.002053169766395007,0.0037153979613471066
1,20.0,-0.8188169677734375,8.571241943359375,-4.285620971679688,0.3487993879176454,0.17173506914661762,0.5258637066886732,-0.7487147431640624,8.712978681640626,-4.105577006835937,0.207574272870776,0.1857616541580652,0.3543684537751541,-0.74699091796875,8.643067993164061,-4.285620971679688,0.31908882126155874,0.18852220546350965,0.4713721292790793,-0.6669622839177253,8.682181766075125,-3.9805657469686877,0.2609117313214918,0.23406657734800226,0.5024040700333967,-0.8188169677734375,8.571241943359375,-4.285620971679688,0.3487993879176454,0.17173506914661762,0.5258637066886732,0.9999513291211682,0.006929569143266901,0.003007648685434828,0.006346220109848861
1,30.0,-0.8930372192382812,8.66940421142578,-4.548983154296875,0.3410719759622507,0.16787136316892026,0.47896630999386375,-0.7775792383789062,8.704263787597657,-4.194258236328125,0.23427381348907095,0.1821835959602362,0.379288025018896,-0.6679822631835937,8.643067993164061,-4.3071687866210935,0.31908882126155874,0.18852220546350965,0.4713721292790793,-0.6035975155400047,8.670619663714248,-3.9582149425649162,0.2801719888584585,0.20506323639180016,0.5321557983182257,-0.8930372192382812,8.66940421142578,-4.548983154296875,0.3410719759622507,0.16787136316892026,0.47896630999386375,0.9999075883315249,0.009630301989682573,0.003952186606523564,0.008743700683826402
1,40.0,-0.6512228515624999,8.643067993164061,-4.570530969238281,0.31908882126155874,0.22835834640597566,0.4168805518694853,-0.752307961015625,8.69202462871094,-4.269512782910156,0.25123681504356854,0.19141854604938408,0.3868065303890139,-0.6512228515624999,8.643067993164061,-4.3071687866210935,0.31908882126155874,0.22835834640597566,0.42554058250915183,-0.5200359308368354,8.652831566684942,-3.935269190486167,0.30622437489343235,0.16294564602407946,0.5686808046598268,-0.6512228515624999,8.643067993164061,-4.570530969238281,0.31908882126155874,0.22835834640597566,0.4168805518694853,0.9998532359497457,0.012219686372149192,0.0051747164323577965,0.010835503478523327
1,50.0,-0.38786066894531246,8.686163623046875,-4.3071687866210935,0.2727243495291903,0.43992955649505927,0.34693415054910187,-0.6794185026015626,8.690852427578127,-4.277043983652344,0.2555343219406929,0.24112074813851914,0.3788320544210315,-0.38786066894531246,8.66940421142578,-4.3071687866210935,0.2727243495291903,0.3529295563765633,0.42554058250915183,-0.41582510629950903,8.62599108209143,-3.9205032241024926,0.34117198307513297,0.10433893991764186,0.6114096271184447,-0.38786066894531246,8.686163623046875,-4.3071687866210935,0.2727243495291903,0.43992955649505927,0.34693415054910187,0.9997870093157218,0.014565922718588534,0.0074271986571243405,0.01259391198113129
1,60.0,-0.18435352783203124,8.489839086914062,-3.6343981201171873,0.19438438005036085,0.4904241966863456,0.42554058250915183,-0.5804055076476563,8.650649759445315,-4.148514810945313,0.2433043335626265,0.29098143784808445,0.3881737600386556,-0.29927520751953124,8.686163623046875,-3.6343981201171873,0.2727243495291903,0.3529295563765633,0.42554058250915183,-0.29169413136664035,8.587252242337401,-3.927558194126001,0.387081525724689,0.027118677184544783,0.658268344265182,-0.18435352783203124,8.489839086914062,-3.6343981201171873,0.19438438005036085,0.4904241966863456,0.42554058250915183,0.9997056093012743,0.016521032300476322,0.0098998273328783,0.014756139131694053
1,70.0,-0.1197100830078125,8.717288244628906,-3.342305517578125,0.270459418438816,0.3529295563765633,0.6435068921475277,-0.48826642271968757,8.663977456482034,-3.987272952271876,0.24873535053786444,0.30337106155378024,0.43924038646043007,-0.18435352783203124,8.717288244628906,-3.4859576171874997,0.2727243495291903,0.3529295563765633,0.6435068921475277,-0.14849056405920635,8.533841171129856,-3.972371590786881,0.4452369464140436,-0.06800013447875256,0.705144269729874,-0.1197100830078125,8.717288244628906,-3.342305517578125,0.270459418438816,0.3529295563765633,0.6435068921475277,0.9995917462787426,0.018877145054850695,0.011665866696727874,0.017997269798683217
1,80.0,-0.29927520751953124,8.896853369140624,-3.4859576171874997,0.37877641705495263,0.08060490056920377,0.8766615632154725,-0.4504681796796563,8.710552639013752,-3.8870098852550012,0.27474356384128207,0.258817829356865,0.5267246218114385,-0.1197100830078125,8.717288244628906,-3.4859576171874997,0.37877641705495263,0.08060490056920377,0.8766615632154725,0.01320696684731984,8.463495977419278,-4.069194072087576,0.5155044341647447,-0.17644596730449016,0.746211686863019,-0.29927520751953124,8.896853369140624,-3.4859576171874997,0.37877641705495263,0.08060490056920377,0.8766615632154725,0.999438730838531,0.02181099965074061,0.012079249689683312,0.02237398759801781
1,90.0,0.047884033203124995,8.724470849609375,-3.2154128295898436,0.5176033697708374,-0.22342879050339626,1.0376049018726594,-0.3507977371031001,8.713336281132877,-3.75269047412197,0.32331552502719313,0.16236850538481273,0.6289006778236828,0.047884033203124995,8.717288244628906,-3.4859576171874997,0.5176033697708374,-0.22342879050339626,1.0376049018726594,0.19233882067860464,8.37575035310566,-4.227297864571214,0.5961685367830787,-0.2899916555146252,0.7751534296904022,0.047884033203124995,8.724470849609375,-3.2154128295898436,0.5176033697708374,-0.22342879050339626,1.0376049018726594,0.9992367582903101,0.025483023258122642,0.010932156295123261,0.027513712323812792
1,100.0,0.2753331909179687,8.310273962402343,-3.6750995483398436,0.647370598125225,-0.4709724355572485,1.1409923445862167,-0.2255715514988863,8.63272381738677,-3.737172288965545,0.38812653964679955,0.03570031719640049,0.7313190111761896,0.22744915771484372,8.310273962402343,-3.6750995483398436,0.647370598125225,-0.4709724355572485,1.0376049018726594,0.386372009951487,8.273075887868313,-4.448948546254204,0.6842154023921168,-0.3979667718794659,0.78672683883399,0.2753331909179687,8.310273962402343,-3.6750995483398436,0.647370598125225,-0.4709724355572485,1.1409923445862167,0.998969124147196,0.02984193264322259,0.008526080715549148,0.03312784333960375
1,110.0,0.22744915771484372,8.09479581298828,-3.7158009765625,0.726509955047716,-0.8332281787765295,1.1019555910874124,-0.1349674096561403,8.525138216507072,-3.732898026484936,0.4558032227269828,-0.1380853819981855,0.8054463271584341,0.2753331909179687,8.09479581298828,-3.7158009765625,0.726509955047716,-0.8332281787765295,1.0376049018726594,0.5909514195348129,8.160519390344971,-4.72814154378345,0.7757566522606714,-0.4889380667089177,0.7780653384894645,0.22744915771484372,8.09479581298828,-3.7158009765625,0.726509955047716,-0.8332281787765295,1.1019555910874124,0.9986488814983566,0.03465207518354329,0.004332274396948333,0.038482159062408865
1,120.0,0.469263525390625,7.465120776367187,-4.333505004882812,0.8967794805476208,-1.1347304762775348,0.9150321605112256,-0.014121222646787238,8.313134728479096,-3.8530194221645115,0.5439984742911105,-0.3374144008540554,0.8273634938289924,0.469263525390625,7.900865478515625,-4.333505004882812,0.8967794805476208,-1.1347304762775348,0.9150321605112256,0.7996195435179583,8.043888961042875,-5.050037215781447,0.8663761602153989,-0.5526515594358178,0.7493022608588226,0.469263525390625,7.465120776367187,-4.333505004882812,0.8967794805476208,-0.11098162342834172,0.9150321605112256,0.998265520378322,0.040363102560216677,-0.0013380592182552615,0.042836670891185265
1,130.0,0.8762778076171874,7.273584643554687,-5.504269616699219,1.1356630949618065,-1.394797857948751,0.8877197561861235,0.1639585834060077,8.105224711494214,-4.183269461071453,0.6623313984252497,-0.5488910922729946,0.8394347463004188,0.8762778076171874,7.900865478515625,-5.504269616699219,1.0745099555217,-1.1347304762775348,0.8877197561861235,1.0032645138406717,7.9271894692621165,-5.391656170009478,0.9515220811789916,-0.5822715933645726,0.7033839289319912,0.8762778076171874,7.273584643554687,-5.504269616699219,1.1356630949618065,-0.15681317019826915,0.8877197561861235,0.9977395205143752,0.04731477979892883,-0.008309166980065001,0.04699062204760578
1,140.0,1.8746598999023436,7.900865478515625,-6.619967590332031,1.1968162344019133,-1.1597779495122627,0.7939249627965046,0.5060988467052749,8.064352864898497,-4.6706090869235695,0.7692283656205825,-0.6710684637208483,0.830332789599636,1.5586252807617187,7.465120776367187,-6.619967590332031,1.1356630949618065,-1.1347304762775348,0.7939249627965046,1.1906530516284717,7.8105101165083495,-5.725124966573169,1.0271804787447634,-0.5764851745706349,0.6454780530099961,1.0558429321289062,7.900865478515625,-6.619967590332031,1.1968162344019133,-0.1584119450855922,0.7939249627965046,0.9971238157475257,0.05449954537180707,-0.014183462334734599,0.05072203682385055
1,150.0,2.2864625854492187,7.987056738281249,-7.357381701660156,1.0745099555217,-0.567165391277852,0.42181010777206474,0.8621715944540638,8.048893639575049,-5.207963609870887,0.830284683600806,-0.650287849232249,0.7486282532341217,1.707065783691406,7.2903440551757805,-7.357381701660156,1.1395268009395039,-0.567165391277852,0.42181010777206474,1.351322329645718,7.690388186869089,-6.0236464490573445,1.090495163610781,-0.540214231373672,0.5823419778140005,1.2665326782226562,7.987056738281249,-7.357381701660156,1.0745099555217,-0.567165391277852,0.42181010777206474,0.9966010029507253,0.06093549342397344,-0.017079549331644857,0.052740833833123925
