activity,time_ms,ax,ay,az,gx,gy,gz,ax_ema,ay_ema,az_ema,gx_ema,gy_ema,gz_ema,ax_median,ay_median,az_median,gx_median,gy_median,gz_median,ax_lp,ay_lp,az_lp,gx_lp,gy_lp,gz_lp,ax_outlier,ay_outlier,az_outlier,gx_outlier,gy_outlier,gz_outlier,q0,q1,q2,q3
2,0.0,0.2154781494140625,8.015787158203125,-4.565742565917969,-0.02358192958801499,-0.10511944884149055,-0.002264931090374321,0.2154781494140625,8.015787158203125,-4.565742565917969,-0.02358192958801499,-0.10511944884149055,-0.002264931090374321,0.2154781494140625,8.015787158203125,-4.529829541015625,-0.002264931090374321,-0.10511944884149055,0.0,0.23505665762495406,8.137738239568282,-4.589586786856572,-0.013648258375465145,-0.13679554256189494,-0.002559033545033659,0.2154781494140625,8.015787158203125,-4.565742565917969,-0.02358192958801499,-0.10511944884149055,-0.002264931090374321,0.9999994586019545,0.000881728756950063,-0.0005524689580655644,-1.1324649320725277e-05
2,10.0,0.316034619140625,8.10197841796875,-4.529829541015625,-0.004929555902579404,-0.12963399711377732,0.015188361429568975,0.23558944335937498,8.03302541015625,-4.5585599609375,-0.019851454850927874,-0.11002235849594791,0.0012257274136143383,0.2154781494140625,8.10197841796875,-4.529829541015625,-0.004929555902579404,-0.12963399711377732,0.0,0.23435689128037077,8.144131530055954,-4.590589980838223,-0.013310750973453411,-0.13747297251791324,-0.00219174323861074,0.316034619140625,8.10197841796875,-4.529829541015625,-0.004929555902579404,-0.12963399711377732,0.015188361429568975,0.9999975060272642,0.0018562434395276723,-0.0012402682901529838,6.351466972867986e-05
2,20.0,0.24899697265624998,8.200140686035155,-4.728548278808593,-0.002264931090374321,-0.1453552835057873,0.02464777951289702,0.23827094921874997,8.066448465332032,-4.592557624511719,-0.01633415009881716,-0.11708894349791579,0.005910137833470876,0.2154781494140625,8.111555224609374,-4.565742565917969,-0.009459418083328047,-0.1453552835057873,-0.002264931090374321,0.23345428739843455,8.15235096466223,-4.59173197247063,-0.012865019035805834,-0.13817157376336725,-0.0015728141482502728,0.24899697265624998,8.200140686035155,-4.728548278808593,-0.002264931090374321,-0.1453552835057873,0.02464777951289702,0.9999939401827961,0.0028442957826924505,-0.0019989113056896337,0.00018420852008263624
2,30.0,0.08379705810546874,8.111555224609374,-4.446032482910156,-0.009459418083328047,-0.17546554388370475,-0.003863705977697371,0.20737617099609373,8.0754698171875,-4.563252596191407,-0.014959203695719339,-0.1287642635750736,0.003955369071237227,0.24899697265624998,8.154650854492187,-4.61602080078125,-0.009459418083328047,-0.15135068933324874,-0.003863705977697371,0.23260121053940525,8.161945701012595,-4.592849122956128,-0.012264491524441215,-0.13868701599175698,-0.0004542296518191739,0.08379705810546874,8.111555224609374,-4.446032482910156,-0.009459418083328047,-0.17546554388370475,-0.003863705977697371,0.999988606504316,0.0037970927953806443,-0.002888466767421744,0.0001603358759510276
2,40.0,0.181959326171875,8.154650854492187,-4.6447512207031245,-0.01785298624177406,-0.17919601862079187,-0.029177641693645662,0.20229280203125,8.091306024648437,-4.57955232109375,-0.015537960204930285,-0.13885061458421727,-0.002671233081739351,0.24899697265624998,8.192958081054687,-4.6447512207031245,-0.01785298624177406,-0.15135068933324874,-0.02811179176876363,0.23189599751801337,8.172324527064443,-4.593788936681269,-0.01140472568645886,-0.13892034963982292,0.0015270580343839761,0.181959326171875,8.154650854492187,-4.6447512207031245,-0.01785298624177406,-0.17919601862079187,-0.029177641693645662,0.9999816620995976,0.004708022038014559,-0.0038091900765783045,7.998534268768426e-06
2,50.0,0.3184288208007812,8.238447912597655,-4.61602080078125,-0.03570597248354812,-0.15135068933324874,-0.03877029101758397,0.22552000578515624,8.12073440223828,-4.586846017031251,-0.019571562660653852,-0.14135062953402358,-0.009891044668908274,0.25139117431640623,8.190563879394531,-4.6447512207031245,-0.01785298624177406,-0.15135068933324874,-0.02811179176876363,0.23089504826250168,8.182790274802832,-4.594292682867927,-0.010171031426188207,-0.1390337716122848,0.004693522040883952,0.3184288208007812,8.238447912597655,-4.61602080078125,-0.03570597248354812,-0.15135068933324874,-0.03877029101758397,0.9999740794995224,0.005529255498136078,-0.004607618138604018,-0.00019369514158885725
2,60.0,0.37828386230468747,8.192958081054687,-4.671087438964843,-0.036238897445989134,-0.11004900474406995,-0.02811179176876363,0.2560727770890625,8.135179138001563,-4.60369430141797,-0.02290502961772091,-0.13509030457603285,-0.013535194088879345,0.25139117431640623,8.190563879394531,-4.661510632324219,-0.01785298624177406,-0.11004900474406995,-0.02811179176876363,0.22891576459635377,8.192622588065746,-4.594113719151908,-0.008541039608067888,-0.13945114805615666,0.009126781890372988,0.23702596435546874,8.192958081054687,-4.671087438964843,-0.036238897445989134,-0.11004900474406995,-0.02811179176876363,0.9999662346777637,0.006347193542413758,-0.005208202302778641,-0.00034244311092039293
2,70.0,0.25139117431640623,8.190563879394531,-4.661510632324219,-0.01532159267017923,-0.09725880564548554,0.014122511504686942,0.25513645653453126,8.146256086280157,-4.61525756759922,-0.021388342228212575,-0.1275240047899234,-0.008003652970166088,0.25139117431640623,8.192958081054687,-4.661510632324219,-0.01532159267017923,-0.10658499248820334,0.014122511504686942,0.22577881365980879,8.201229194461298,-4.593359973937426,-0.006678419164993517,-0.14066604949246359,0.014570897844639712,0.25139117431640623,8.190563879394531,-4.661510632324219,-0.01532159267017923,-0.09725880564548554,0.014122511504686942,0.9999571137592052,0.0072692515474265485,-0.0057314974005487265,-0.00028028886411892465
2,80.0,0.23702596435546874,8.123526232910155,-4.666299035644531,0.0009326186842717792,-0.09152986229924462,0.03637212868659939,0.25151435809871875,8.141710115606157,-4.625465861208283,-0.016924150045715704,-0.12032517629178766,0.0008715033611870083,0.23702596435546874,8.192958081054687,-4.661510632324219,0.0009326186842717792,-0.10658499248820334,0.024781010753507277,0.22213159137498792,8.20806801795228,-4.592734609995361,-0.004937814003719058,-0.14297574331513138,0.02050945348770991,0.23702596435546874,8.123526232910155,-4.666299035644531,0.0009326186842717792,-0.09152986229924462,0.03637212868659939,0.9999463983315621,0.008271938538371926,-0.006226074503489725,-0.00010720462241140106
2,90.0,0.16759411621093748,8.271966735839843,-4.517858532714843,0.020384379813368887,-0.10658499248820334,0.04290045947650185,0.23473030972116252,8.167761439652896,-4.603944395509595,-0.009462444073898787,-0.1175771395310708,0.009277294584249977,0.23702596435546874,8.2360537109375,-4.517858532714843,0.017719755001163805,-0.10658499248820334,0.03637212868659939,0.21915431106333683,8.212417251344677,-4.593543082546253,-0.0037623189779013174,-0.14629285887307836,0.026353594419575424,0.16759411621093748,8.271966735839843,-4.517858532714843,0.020384379813368887,-0.10658499248820334,0.04290045947650185,0.999933041437468,0.009371887338259754,-0.006787551943995353,9.750867398338393e-05
