activity,time_ms,ax,ay,az,gx,gy,gz,ax_ema,ay_ema,az_ema,gx_ema,gy_ema,gz_ema,ax_median,ay_median,az_median,gx_median,gy_median,gz_median,ax_lp,ay_lp,az_lp,gx_lp,gy_lp,gz_lp,ax_outlier,ay_outlier,az_outlier,gx_outlier,gy_outlier,gz_outlier,q0,q1,q2,q3
4,0.0,0.16280571289062498,8.506598498535157,-3.8139632446289062,0.10685145496942385,0.009859111805158808,0.19664931114073517,0.16280571289062498,8.506598498535157,-3.8139632446289062,0.10685145496942385,0.009859111805158808,0.19664931114073517,0.16280571289062498,8.506598498535157,-3.526659045410156,0.07714088831333717,0.009859111805158808,0.18066156226750466,0.3110826785219578,8.641873567068872,-3.728967848597052,0.07853019399853567,-0.00272599111265967,0.21019432755671325,0.16280571289062498,8.506598498535157,-3.8139632446289062,0.10685145496942385,0.009859111805158808,0.19664931114073517,0.9999983394706258,0.001534071631779963,3.0160257186625443e-05,0.000983244922993888
4,10.0,0.44053310546874996,8.535328918457031,-3.6655227416992187,0.10711791745064435,0.06701531402695785,0.19345176136608905,0.21835119140625,8.512344582519532,-3.7842751440429687,0.10690474746566794,0.021290352249518616,0.19600980118580597,0.16280571289062498,8.535328918457031,-3.526659045410156,0.0895313936900908,0.009859111805158808,0.18652373685435583,0.3258210711377998,8.633220310937645,-3.750663117120519,0.07806883860170713,-0.005501242166135489,0.21048059870294253,0.44053310546874996,8.535328918457031,-3.6655227416992187,0.10711791745064435,0.06701531402695785,0.19345176136608905,0.9999933408186041,0.0030680699024115588,0.00031380741482875987,0.0019510997994668575
4,20.0,0.19393033447265623,8.772354882812499,-3.526659045410156,0.07714088831333717,0.04356661567955311,0.18066156226750466,0.21346702001953127,8.564346642578126,-3.7327519243164065,0.1009519756352018,0.025745604935525516,0.1929401534021457,0.19393033447265623,8.695740429687499,-3.6655227416992187,0.0895313936900908,0.009859111805158808,0.19345176136608905,0.34648853249767947,8.619100144886474,-3.782800435508286,0.07773656827978712,-0.00918262100032598,0.2107058807657938,0.19393033447265623,8.772354882812499,-3.526659045410156,0.07714088831333717,0.04356661567955311,0.18066156226750466,0.9999858772126831,0.004453395209553092,0.0005097666355819805,0.002855308085970089
4,30.0,0.1005564697265625,8.884882360839843,-3.423708374023437,0.0895313936900908,-0.04090199086734803,0.18652373685435583,0.19088490996093752,8.62845378623047,-3.6709432142578127,0.0986678592461796,0.012416085774950807,0.19165687009258775,0.34237083740234375,8.712499841308594,-3.6655227416992187,0.08220367545652682,-0.04090199086734803,0.19345176136608905,0.3737508420510134,8.597217932688965,-3.827216373744609,0.0779313460543705,-0.013361830363632305,0.21055955948075086,0.1005564697265625,8.884882360839843,-3.423708374023437,0.0895313936900908,-0.04090199086734803,0.18652373685435583,0.9999753677684226,0.005902002025966329,0.0002943400963411275,0.0037872935457025406
4,40.0,0.34237083740234375,8.695740429687499,-3.8139632446289062,0.08220367545652682,-0.14935222072409493,0.24208116418883183,0.22118209544921877,8.641911114921875,-3.6995472203320316,0.09537502248824906,-0.01993757552485834,0.20174172891183656,0.34237083740234375,8.712499841308594,-3.8139632446289062,0.07714088831333717,-0.04090199086734803,0.19904747347171972,0.40716475235496796,8.566331184079356,-3.8835600664411927,0.07917093671476094,-0.01739331398084755,0.20952617787739153,0.34237083740234375,8.695740429687499,-3.8139632446289062,0.08220367545652682,-0.14935222072409493,0.24208116418883183,0.9999606516674843,0.0073154608345083185,-0.0004931002837809856,0.004993596061883679
4,50.0,0.5219359619140624,8.712499841308594,-3.9504327392578125,0.06435068921475276,-0.10112251162318292,0.22396171546583726,0.28133286874218755,8.65602886019922,-3.749724324117188,0.08917015583354981,-0.036174562744523256,0.20618572622263673,0.5219359619140624,8.695740429687499,-3.9504327392578125,0.06435068921475276,-0.04090199086734803,0.22396171546583726,0.4448291073071831,8.527050161608212,-3.949084446464319,0.0820301929392696,-0.020939707220059178,0.2070057999823907,0.5219359619140624,8.712499841308594,-3.9504327392578125,0.06435068921475276,-0.10112251162318292,0.22396171546583726,0.9999434692100705,0.008637501175507063,-0.0010601554734793633,0.006109666762104777
4,60.0,0.7302315063476562,8.645462194824217,-4.091690637207031,0.04822970910091201,-0.0031975497746461,0.19904747347171972,0.3711125962632813,8.65391552712422,-3.8181175867351564,0.08098206648702225,-0.029579160150547824,0.20475807567245333,0.5530605834960938,8.645462194824217,-4.091690637207031,0.04822970910091201,-0.0031975497746461,0.24208116418883183,0.4841633682526371,8.481864036412428,-4.019651515608508,0.08705530791000582,-0.02438651405264289,0.20248251934854633,0.7302315063476562,8.645462194824217,-4.091690637207031,0.04822970910091201,-0.0031975497746461,0.19904747347171972,0.9999253337660544,0.00987438060850216,-0.001161672536261659,0.007104506834498374
4,70.0,0.7206546997070312,8.494627490234375,-4.1563340820312495,0.04210107203284032,0.07487595722296285,0.24634456388835996,0.4410210169520313,8.62205791974625,-3.8857608857943755,0.07320586759618587,-0.008688136675845691,0.21307537331563464,0.5530605834960938,8.494627490234375,-4.1563340820312495,0.04822970910091201,0.053825421206542684,0.22396171546583726,0.523286710164732,8.434918331694742,-4.090921754264061,0.09460988209405263,-0.028652993603993007,0.19559456089836674,0.7206546997070312,8.494627490234375,-4.1563340820312495,0.04210107203284032,0.07487595722296285,0.24634456388835996,0.9999034823881394,0.011077466482138509,-0.0008757956055880658,0.008339581911935907
4,80.0,0.5530605834960938,7.994239343261718,-4.278438366699218,0.0430336907171121,0.1148453294060391,0.24847626373812404,0.4634289302608438,8.496494204449345,-3.9642963819753443,0.06717143222037111,0.01601855654053127,0.22015555140013254,0.5626373901367188,7.996633544921875,-4.1563340820312495,0.04822970910091201,0.053825421206542684,0.22222970933790395,0.5618919599656533,8.391424867956507,-4.159027037909656,0.10469735016532787,-0.034508688690546394,0.18619728402384159,0.5530605834960938,7.994239343261718,-4.278438366699218,0.0430336907171121,0.1148453294060391,0.24847626373812404,0.9998785021670252,0.0122845354870145,-0.00037448750830581325,0.009588057738685693
4,90.0,0.45968671875,7.7763669921875,-4.247313745117188,0.09192955602107537,0.053825421206542684,0.22222970933790395,0.46268048795867506,8.352468761996976,-4.020899854603713,0.07212305698051197,0.023579929473733552,0.22057038298768686,0.5626373901367188,7.996633544921875,-4.247313745117188,0.09192955602107537,0.053825421206542684,0.22222970933790395,0.6009739273040989,8.35598489015154,-4.22084563663626,0.1168431370907366,-0.04189318470770007,0.17452647520862868,0.45968671875,7.7763669921875,-4.247313745117188,0.09192955602107537,0.053825421206542684,0.22222970933790395,0.9998483151850731,0.01373949706173749,-0.00016381314231168803,0.010702616844292665
