activity,time_ms,ax,ay,az,gx,gy,gz,ax_ema,ay_ema,az_ema,gx_ema,gy_ema,gz_ema,ax_median,ay_median,az_median,gx_median,gy_median,gz_median,ax_lp,ay_lp,az_lp,gx_lp,gy_lp,gz_lp,ax_outlier,ay_outlier,az_outlier,gx_outlier,gy_outlier,gz_outlier,q0,q1,q2,q3
5,0.0,-3.1507693847656246,9.062053283691405,-4.469974499511719,-0.43420061314881836,-0.6475038293658353,-0.4186125579974186,-3.1507693847656246,9.062053283691405,-4.469974499511719,-0.43420061314881836,-0.6475038293658353,-0.4186125579974186,0.0,8.765172277832031,-3.835511059570312,-0.15601378275460764,-0.14961868320531543,-0.4186125579974186,-1.072711340326338,8.716929499801925,-4.186827062336366,-0.0970575566751049,-0.684944804773437,-0.38254356211712154,-3.1507693847656246,9.062053283691405,-4.469974499511719,-0.43420061314881836,-0.6475038293658353,-0.4186125579974186,0.9999928260379186,-0.0012264570786431493,-0.0029090938013784915,-0.0020930477744340037
5,10.0,-2.528276953125,9.435548742675781,-5.231330627441406,-0.19025421159144296,-1.2506416556084559,-1.2728912727903683,-3.0262708984374997,9.136752375488282,-4.622245725097656,-0.3854113328373433,-0.7681313946143594,-0.5894683009560086,-1.8914193115234375,8.765172277832031,-3.835511059570312,-0.19025421159144296,-0.14961868320531543,-0.4186125579974186,-1.0325221680494439,8.692112960048087,-4.163294165635357,-0.08138350439137719,-0.6848513184118876,-0.3311303521975306,-2.528276953125,9.435548742675781,-5.231330627441406,-0.19025421159144296,-1.2506416556084559,-1.2728912727903683,0.9999238036846517,-0.001205108906132726,-0.008913557752905638,-0.00845476348151258
5,20.0,3.660734338378906,8.765172277832031,-3.835511059570312,-0.15601378275460764,-0.14961868320531543,-1.025214396495906,-1.6888698510742186,9.062436355957033,-4.464898791992187,-0.3395318228207962,-0.6444288523325507,-0.6766175200639881,-2.528276953125,8.765172277832031,-3.835511059570312,-0.19025421159144296,-0.5835528338729132,-0.4186125579974186,-0.9937207006160492,8.661301035369295,-4.134708512055177,-0.06171420226552453,-0.6860226553396169,-0.25969772112705813,-1.6041151123046875,8.765172277832031,-3.835511059570312,-0.15601378275460764,-0.14961868320531543,-1.025214396495906,0.9998564418974274,-0.001029074041100275,-0.010060560789217842,-0.01359491520535458
5,30.0,-1.8914193115234375,8.034940771484374,-3.038241906738281,-0.2230290967815655,0.014921898948348467,-0.2459448701665292,-1.7293797431640625,8.856937239062502,-4.179567414941406,-0.31623127761295006,-0.5125587020763709,-0.5904829900844963,-1.8914193115234375,8.034940771484374,-3.835511059570312,-0.15601378275460764,-0.5835528338729132,-0.2459448701665292,-0.9659007175345067,8.629485115048961,-4.106326978731011,-0.040234542763056574,-0.6898548945167191,-0.17101188644421592,-1.8914193115234375,8.034940771484374,-3.038241906738281,-0.2230290967815655,0.014921898948348467,-0.2459448701665292,0.999841469940698,-0.0011528068035134278,-0.009763173053924908,-0.014845419334500086
5,40.0,-2.612074011230469,7.548917834472656,-3.7804444213867185,-0.04063552838612752,-0.5835528338729132,0.0019984686091538127,-1.9059185967773438,8.595333358144533,-4.099742816230469,-0.2611121277675856,-0.5267575284356794,-0.47198669834576634,-1.5610194824218748,8.034940771484374,-3.835511059570312,-0.04063552838612752,-0.5835528338729132,0.0019984686091538127,-0.9495306580449575,8.601978064851451,-4.0822648799362025,-0.020444501600096535,-0.6952750792943534,-0.0732639651495901,-2.612074011230469,7.548917834472656,-3.7804444213867185,-0.04063552838612752,-0.5835528338729132,0.0019984686091538127,0.999813184151858,-0.00044702334268742933,-0.012372643027848622,-0.014843000732984815
5,50.0,-1.5610194824218748,7.955932116699218,-4.80755693359375,0.5415849930806832,-1.8836232797477734,0.3068315471254154,-1.8369387739062502,8.46745310985547,-4.241305639703126,-0.10057270359793183,-0.7981306786980982,-0.31622304925153,-1.5610194824218748,8.034940771484374,-3.7804444213867185,0.09832465557036758,-0.5835528338729132,0.3068315471254154,-0.9423729349773842,8.579534063480182,-4.06223299757678,-0.006546007019566806,-0.6980199019353183,0.022920543885574296,-1.5610194824218748,7.955932116699218,-4.80755693359375,0.5415849930806832,-0.6489693730125481,0.3068315471254154,0.9996723016078396,0.0030879021110467534,-0.021663766520695415,-0.013282901745255855
5,60.0,2.013523596191406,9.713276135253906,-4.510675927734375,0.6465712106815635,-1.1136799402611146,0.9944379799149371,-1.066846299886719,8.716617714935158,-4.295179697309376,0.04885607925796724,-0.8612405310107015,-0.054090843418236556,-1.5610194824218748,9.066841687011719,-3.7804444213867185,0.09832465557036758,-0.5835528338729132,0.37811026085190136,-0.9475618103175993,8.556658163272918,-4.044095412335429,-0.0015491013173597554,-0.6945407431736951,0.10780256151874261,-1.1372457885742187,9.713276135253906,-4.510675927734375,0.6465712106815635,-1.1136799402611146,0.9944379799149371,0.9995616492338125,0.00710966426496932,-0.027521120409205728,-0.008279491919314699
5,70.0,-0.6943184814453125,9.880870251464843,-3.0310593017578125,0.09832465557036758,-0.5241317005607399,0.67095252771324,-0.9923407361984377,8.949468222241094,-4.042355618199063,0.05874979452044731,-0.7938187649207092,0.09091783080805875,-1.5610194824218748,9.066841687011719,-4.101267443847656,0.09832465557036758,-0.5241317005607399,0.37811026085190136,-0.9677091349733651,8.526239846591903,-4.027645801108788,-0.004863729943507854,-0.6859939558308219,0.17540091794022689,-0.6943184814453125,9.880870251464843,-3.0310593017578125,0.09832465557036758,-0.5241317005607399,0.67095252771324,0.999497875228188,0.008485482258184907,-0.030123111535136575,-0.004959047955502864
5,80.0,-1.6041151123046875,9.066841687011719,-3.306392492675781,-0.31975497746461,-0.3198882087052203,0.37811026085190136,-1.1146956114196875,8.972942915195219,-3.8951629930944067,-0.016951159876564155,-0.6990326536776115,0.14835631681682726,-1.6041151123046875,9.066841687011719,-4.101267443847656,-0.31975497746461,-0.45924808638354614,0.37811026085190136,-0.9965441116435668,8.487077948862826,-4.013172356457423,-0.012019597174298544,-0.6774000823447986,0.2251877650502339,-1.6041151123046875,9.066841687011719,-3.306392492675781,-0.31975497746461,-0.3198882087052203,0.37811026085190136,0.9994656289316123,0.007811171135162564,-0.031582315651643655,-0.0031622030159334466
5,90.0,-1.9512743530273435,8.042123376464843,-4.101267443847656,-0.5041470144692017,-0.23675191456442166,0.07514241970418335,-1.2820113597412188,8.786779007449145,-3.936383883245057,-0.11439033079509167,-0.6065765058549735,0.13371353739429848,-1.6041151123046875,8.042123376464843,-4.101267443847656,-0.31975497746461,-0.45924808638354614,0.07514241970418335,-1.0218137376873544,8.446809681050645,-3.9971303633889073,-0.01726145258274566,-0.6737947028621015,0.261184642127906,-1.9512743530273435,8.042123376464843,-4.101267443847656,-0.5041470144692017,-0.23675191456442166,0.07514241970418335,0.9994460048383159,0.006255174892249549,-0.03255916858540528,-0.002908047596513235
