true_distance_cm,raw_mean_cm,raw_pct_error_of_mean,dist_kalman_mean,dist_kalman_pct_error_of_mean
10.0,11.059544827586215,10.595448275862154,11.010000149102893,10.100001491028934
20.0,20.487919708029185,2.4395985401459264,19.061356730982148,4.693216345089262
30.0,29.875750000000014,0.4141666666666192,28.95756452733216,3.4747849088928007
40.0,39.823109489051106,0.44222627737223513,38.23872295253024,4.403192618674403
50.0,49.69125641025641,0.6174871794871848,47.856817190628774,4.286365618742451
60.0,52.60788333333332,12.320194444444468,53.91060073139919,10.148998781001346
