true_distance_cm,raw_mean_cm,raw_pct_error_of_mean,dist_ema_mean,dist_ema_pct_error_of_mean
10.0,9.187967686055375,8.120323139446253,9.177257914027724,8.227420859722763
20.0,19.831690380937815,0.8415480953109267,19.53681313003751,2.3159343498124585
30.0,30.429642159628777,1.432140532095924,30.24049589071151,0.8016529690383696
40.0,41.65924824661031,4.148120616525777,41.33143901985089,3.3285975496272253
50.0,52.799431011249496,5.598862022498992,52.419853702211014,4.839707404422029
60.0,56.09202051551827,6.51329914080288,56.31826815963191,6.136219733946812
