true_distance_cm,raw_mean_cm,raw_pct_error_of_mean,dist_median_mean,dist_median_pct_error_of_mean
10.0,11.059544827586215,10.595448275862154,11.060662068965529,10.60662068965529
20.0,20.487919708029185,2.4395985401459264,20.48829197080291,2.4414598540145427
30.0,29.875750000000014,0.4141666666666192,29.875901785714298,0.41366071428567375
40.0,39.823109489051106,0.44222627737223513,39.79808029197079,0.5047992700730219
50.0,49.69125641025641,0.6174871794871848,49.67863247863247,0.6427350427350547
60.0,52.60788333333332,12.320194444444468,53.536941666666664,10.771763888888893
