true_distance_cm,raw_mean_cm,raw_pct_error_of_mean,dist_outlier_mean,dist_outlier_pct_error_of_mean
10.0,9.187967686055375,8.120323139446253,9.177505867487628,8.224941325123716
20.0,19.831690380937815,0.8415480953109267,19.831550298057383,0.8422485097130838
30.0,30.429642159628777,1.432140532095924,30.429984862389837,1.4332828746327901
40.0,41.65924824661031,4.148120616525777,41.67345017863527,4.183625446588177
50.0,52.799431011249496,5.598862022498992,52.804909890517756,5.609819781035512
60.0,56.09202051551827,6.51329914080288,58.999517012006166,1.6674716466563901
