true_distance_cm,raw_mean_cm,raw_pct_error_of_mean,dist_median_mean,dist_median_pct_error_of_mean
10.0,9.187967686055375,8.120323139446253,9.189228943438053,8.10771056561947
20.0,19.831690380937815,0.8415480953109267,19.83211062957911,0.8394468521044551
30.0,30.429642159628777,1.432140532095924,30.429813511009307,1.4327117033643568
40.0,41.65924824661031,4.148120616525777,41.630992705610254,4.0774817640256344
50.0,52.799431011249496,5.598862022498992,52.7851798142799,5.5703596285598
60.0,56.09202051551827,6.51329914080288,57.14083745298237,4.765270911696054
