activity,sensor,axis,snr_db,mse,rmse,nrmse,correlation,smoothness_improvement,lag_samples,freq_distortion,peak_preservation_ratio,dynamic_range_ratio
Walking Downstairs,accelerometer,x,5.20021174720898,1.0519073903034533,1.0256253654738914,0.07556515344039605,0.8824407909849693,73.31522717290265,0,36.814946332714264,0.17916666666666667,0.5776711534612075
Walking Downstairs,accelerometer,y,14.74352163127355,2.6380368524496314,1.6242034516801247,0.042804032648049516,0.9807641348205786,36.82127792576834,0,54.56405755796901,0.17661691542288557,0.6376740982364546
Walking Downstairs,accelerometer,z,9.031471487997202,1.3789086449383285,1.1742694090106958,0.06395408382214485,0.8928440736172286,35.72862487776248,0,38.02374972531414,0.22486772486772486,0.45092041797512766
Walking Downstairs,gyroscope,x,1.630449410939668,0.06885471469312737,0.26240181914980576,0.07758604283295926,0.8438863463453314,12.631153376938956,0,7.758892269320075,0.30036630036630035,0.5331821675560428
Walking Downstairs,gyroscope,y,-2.4016078034927313,0.254613835347026,0.504592742067329,0.0889340515326048,0.7083283150413473,36.562260877443414,0,14.100592518311553,0.31715210355987056,0.41057219281304447
Walking Downstairs,gyroscope,z,0.1997320728545127,0.12861810624791875,0.3586336658038656,0.06901555272242496,0.7704149301642372,29.89966409068755,0,10.837634742375586,0.22807017543859648,0.45767862722129854
