t_ms,host_time_iso,true_distance_cm,measured_dist_cm,t_rel_ms_global,t_rel_ms_truth,dist_ema_cm,dist_lp_cm,dist_median_cm,dist_outlier_cm,dist_kalman_cm,measured_dist_cm_cal,dist_ema_cm_cal,dist_lp_cm_cal,dist_median_cm_cal,dist_outlier_cm_cal,dist_kalman_cm_cal
605063,2025-09-21T11:48:28.710,10.0,10.89,2200,2200.0,10.831296639083705,10.820046416127138,10.89,10.89,10.867709358515533,8.996567985464086,8.930297572718121,8.9175971598767,8.996567985464086,8.996567985464086,8.971404008674845
605163,2025-09-21T11:48:28.810,10.0,10.89,2300,2300.0,10.843037311266965,10.837534812095353,10.89,10.89,10.86896192172387,8.996567985464086,8.943551655267314,8.937339866273547,8.996567985464086,8.996567985464086,8.972818031305088
605263,2025-09-21T11:48:28.910,10.0,10.89,2400,2400.0,10.852429849013573,10.850651109071514,10.89,10.89,10.870118852152675,8.996567985464086,8.954154921306671,8.95214689607118,8.996567985464086,8.996567985464086,8.97412409378326
605363,2025-09-21T11:48:29.010,10.0,10.907,2500,2500.0,10.86334387921086,10.864738331803636,10.907,10.907,10.872107455399007,9.01575934008325,8.966475805061986,8.968050007074197,9.01575934008325,9.01575934008325,8.97636903437721
605463,2025-09-21T11:48:29.109,10.0,10.907,2600,2600.0,10.872075103368688,10.875303748852726,10.907,10.907,10.873955290260215,9.01575934008325,8.97633251206624,8.97997734032646,9.01575934008325,9.01575934008325,8.978455061088923
605563,2025-09-21T11:48:29.210,10.0,10.907,2700,2700.0,10.87906008269495,10.883227811639545,10.907,10.907,10.875676749412184,9.01575934008325,8.984217877669643,8.988922840265658,9.01575934008325,9.01575934008325,8.980398421856442
605663,2025-09-21T11:48:29.310,10.0,10.907,2800,2800.0,10.884648066155961,10.889170858729658,10.907,10.907,10.877284220031548,9.01575934008325,8.990526170152364,8.995631965220056,9.01575934008325,9.01575934008325,8.982213100603271
605763,2025-09-21T11:48:29.410,10.0,10.856,2900,2900.0,10.87891845292477,10.880878144047244,10.856,10.856,10.876206817427903,8.958185276225755,8.984057991367045,8.986270292971483,8.958185276225755,8.958185276225755,8.98099681734244
605863,2025-09-21T11:48:29.510,10.0,10.856,3000,3000.0,10.874334762339817,10.874658608035434,10.856,10.856,10.875196691673809,8.958185276225755,8.978883448338788,8.979249038785053,8.958185276225755,8.958185276225755,8.979856483133219
605963,2025-09-21T11:48:29.610,10.0,10.856,3100,3100.0,10.870667809871854,10.869993956026576,10.856,10.856,10.87424799043524,8.958185276225755,8.97474381391618,8.97398309814523,8.958185276225755,8.958185276225755,8.978785491256922
606063,2025-09-21T11:48:29.710,10.0,10.907,3200,3200.0,10.877934247897484,10.879245467019931,10.907,10.907,10.875849738096688,9.01575934008325,8.982946919149597,8.984427158629732,9.01575934008325,9.01575934008325,8.980593709338173
606163,2025-09-21T11:48:29.810,10.0,10.907,3300,3300.0,10.883747398317988,10.886184100264948,10.907,10.907,10.877358641095464,9.01575934008325,8.989509403336328,8.992260203993112,9.01575934008325,9.01575934008325,8.982297114781435
606263,2025-09-21T11:48:29.910,10.0,10.907,3400,3400.0,10.888397918654391,10.891388075198712,10.907,10.907,10.878781945550774,9.01575934008325,8.994759390685715,8.998134988015646,9.01575934008325,9.01575934008325,8.983903887753957
606363,2025-09-21T11:48:30.009,10.0,10.907,3500,3500.0,10.892118334923513,10.895291056399035,10.907,10.907,10.880126110762742,9.01575934008325,8.998959380565221,9.00254107603255,9.01575934008325,9.01575934008325,8.985421320180404
606463,2025-09-21T11:48:30.110,10.0,10.479,3600,3600.0,10.80949466793881,10.791218292299277,10.856,10.881499999999999,10.861157736069117,8.532588764965467,8.90568525744527,8.885052998265781,8.958185276225755,8.986972308154503,8.964007861045431
