t_ms,t_rel_ms_global,t_rel_ms_truth,host_time_iso,true_distance_cm,measured_dist_cm,dist_ema_cm
699163,96300,16400.0,2025-09-21T11:50:02.810,30.0,29.875,29.874988351783973
699263,96400,16500.0,2025-09-21T11:50:02.909,30.0,29.875,29.87499068142718
699363,96500,16600.0,2025-09-21T11:50:03.010,30.0,29.875,29.874992545141748
699463,96600,16700.0,2025-09-21T11:50:03.110,30.0,29.875,29.8749940361134
699563,96700,16800.0,2025-09-21T11:50:03.210,30.0,29.875,29.87499522889072
699663,96800,16900.0,2025-09-21T11:50:03.309,30.0,29.875,29.87499618311258
699763,96900,17000.0,2025-09-21T11:50:03.409,30.0,29.875,29.874996946490064
699863,97000,17100.0,2025-09-21T11:50:03.510,30.0,29.875,29.874997557192053
699963,97100,17200.0,2025-09-21T11:50:03.609,30.0,29.875,29.874998045753646
700063,97200,17300.0,2025-09-21T11:50:03.709,30.0,29.875,29.87499843660292
700163,97300,17400.0,2025-09-21T11:50:03.809,30.0,29.875,29.874998749282337
700263,97400,17500.0,2025-09-21T11:50:03.910,30.0,29.875,29.874998999425873
700363,97500,17600.0,2025-09-21T11:50:04.009,30.0,29.875,29.874999199540703
700463,97600,17700.0,2025-09-21T11:50:04.110,30.0,29.875,29.874999359632564
700563,97700,17800.0,2025-09-21T11:50:04.209,30.0,29.875,29.874999487706056
700663,97800,17900.0,2025-09-21T11:50:04.309,30.0,29.875,29.874999590164848
700763,97900,18000.0,2025-09-21T11:50:04.409,30.0,29.875,29.87499967213188
700863,98000,18100.0,2025-09-21T11:50:04.509,30.0,29.875,29.874999737705508
700963,98100,18200.0,2025-09-21T11:50:04.610,30.0,29.875,29.87499979016441
701063,98200,18300.0,2025-09-21T11:50:04.709,30.0,29.875,29.87499983213153
701163,98300,18400.0,2025-09-21T11:50:04.809,30.0,29.875,29.874999865705227
701263,98400,18500.0,2025-09-21T11:50:04.909,30.0,29.875,29.874999892564183
701363,98500,18600.0,2025-09-21T11:50:05.009,30.0,29.875,29.87499991405135
701463,98600,18700.0,2025-09-21T11:50:05.110,30.0,29.875,29.874999931241085
701563,98700,18800.0,2025-09-21T11:50:05.209,30.0,29.875,29.874999944992872
701663,98800,18900.0,2025-09-21T11:50:05.309,30.0,29.875,29.8749999559943
701763,98900,19000.0,2025-09-21T11:50:05.409,30.0,29.875,29.874999964795443
701863,99000,19100.0,2025-09-21T11:50:05.510,30.0,29.875,29.874999971836356
701963,99100,19200.0,2025-09-21T11:50:05.609,30.0,29.875,29.874999977469088
702063,99200,19300.0,2025-09-21T11:50:05.710,30.0,29.875,29.87499998197527
702163,99300,19400.0,2025-09-21T11:50:05.809,30.0,29.875,29.87499998558022
702263,99400,19500.0,2025-09-21T11:50:05.909,30.0,29.875,29.87499998846418
702363,99500,19600.0,2025-09-21T11:50:06.009,30.0,29.875,29.874999990771347
702463,99600,19700.0,2025-09-21T11:50:06.109,30.0,29.875,29.87499999261708
702563,99700,19800.0,2025-09-21T11:50:06.209,30.0,29.875,29.874999994093667
702663,99800,19900.0,2025-09-21T11:50:06.309,30.0,29.875,29.874999995274937
702763,99900,20000.0,2025-09-21T11:50:06.410,30.0,29.875,29.87499999621995
702863,100000,20100.0,2025-09-21T11:50:06.509,30.0,29.875,29.874999996975966
702963,100100,20200.0,2025-09-21T11:50:06.609,30.0,29.875,29.874999997580776
703063,100200,20300.0,2025-09-21T11:50:06.708,30.0,29.875,29.874999998064624
703163,100300,20400.0,2025-09-21T11:50:06.809,30.0,29.875,29.874999998451703
703263,100400,20500.0,2025-09-21T11:50:06.909,30.0,29.875,29.874999998761364
703363,100500,20600.0,2025-09-21T11:50:07.009,30.0,29.875,29.874999999009095
703463,100600,20700.0,2025-09-21T11:50:07.109,30.0,29.875,29.87499999920728
703563,100700,20800.0,2025-09-21T11:50:07.209,30.0,29.875,29.874999999365826
703663,100800,20900.0,2025-09-21T11:50:07.310,30.0,29.875,29.874999999492665
703763,100900,21000.0,2025-09-21T11:50:07.409,30.0,29.875,29.874999999594134
703863,101000,21100.0,2025-09-21T11:50:07.509,30.0,29.875,29.87499999967531
703963,101100,21200.0,2025-09-21T11:50:07.609,30.0,29.875,29.87499999974025
704063,101200,21300.0,2025-09-21T11:50:07.709,30.0,29.875,29.874999999792202
704163,101300,21400.0,2025-09-21T11:50:07.809,30.0,29.875,29.874999999833765
704263,101400,21500.0,2025-09-21T11:50:07.909,30.0,29.875,29.874999999867015
704363,101500,21600.0,2025-09-21T11:50:08.009,30.0,29.824,29.864799999893613
704463,101600,21700.0,2025-09-21T11:50:08.109,30.0,29.875,29.866839999914895
704563,101700,21800.0,2025-09-21T11:50:08.209,30.0,29.875,29.86847199993192
704663,101800,21900.0,2025-09-21T11:50:08.309,30.0,29.875,29.86977759994554
704763,101900,22000.0,2025-09-21T11:50:08.409,30.0,29.875,29.870822079956433
704863,102000,22100.0,2025-09-21T11:50:08.509,30.0,29.875,29.87165766396515
704963,102100,22200.0,2025-09-21T11:50:08.609,30.0,29.875,29.872326131172123
705063,102200,22300.0,2025-09-21T11:50:08.708,30.0,29.875,29.872860904937703
712563,109700,0.0,2025-09-21T11:50:16.210,40.0,39.719,31.842088723950162
712663,109800,100.0,2025-09-21T11:50:16.310,40.0,39.719,33.417470979160136
712763,109900,200.0,2025-09-21T11:50:16.409,40.0,39.719,34.67777678332811
712863,110000,300.0,2025-09-21T11:50:16.509,40.0,39.771,35.696421426662496
712963,110100,400.0,2025-09-21T11:50:16.609,40.0,39.771,36.51133714133
713063,110200,500.0,2025-09-21T11:50:16.709,40.0,39.788,37.166669713064
713163,110300,600.0,2025-09-21T11:50:16.810,40.0,39.771,37.687535770451206
713263,110400,700.0,2025-09-21T11:50:16.909,40.0,39.771,38.10422861636097
713363,110500,800.0,2025-09-21T11:50:17.010,40.0,40.148,38.512982893088775
713463,110600,900.0,2025-09-21T11:50:17.109,40.0,40.148,38.83998631447102
713563,110700,1000.0,2025-09-21T11:50:17.210,40.0,39.788,39.02958905157682
713663,110800,1100.0,2025-09-21T11:50:17.310,40.0,39.788,39.181271241261456
713763,110900,1200.0,2025-09-21T11:50:17.409,40.0,39.788,39.30261699300917
713863,111000,1300.0,2025-09-21T11:50:17.510,40.0,39.771,39.39629359440734
713963,111100,1400.0,2025-09-21T11:50:17.610,40.0,39.771,39.47123487552587
714063,111200,1500.0,2025-09-21T11:50:17.709,40.0,40.148,39.6065879004207
714163,111300,1600.0,2025-09-21T11:50:17.810,40.0,40.148,39.71487032033656
714263,111400,1700.0,2025-09-21T11:50:17.909,40.0,40.148,39.801496256269246
714363,111500,1800.0,2025-09-21T11:50:18.010,40.0,39.719,39.7849970050154
714463,111600,1900.0,2025-09-21T11:50:18.109,40.0,39.719,39.77179760401232
714563,111700,2000.0,2025-09-21T11:50:18.209,40.0,39.788,39.77503808320986
714663,111800,2100.0,2025-09-21T11:50:18.309,40.0,39.771,39.774230466567886
714763,111900,2200.0,2025-09-21T11:50:18.410,40.0,39.771,39.77358437325431
714863,112000,2300.0,2025-09-21T11:50:18.510,40.0,40.148,39.84846749860345
714963,112100,2400.0,2025-09-21T11:50:18.610,40.0,40.148,39.90837399888276
715063,112200,2500.0,2025-09-21T11:50:18.709,40.0,40.148,39.95629919910621
715163,112300,2600.0,2025-09-21T11:50:18.809,40.0,39.771,39.91923935928497
715263,112400,2700.0,2025-09-21T11:50:18.909,40.0,40.148,39.96499148742798
715363,112500,2800.0,2025-09-21T11:50:19.009,40.0,39.788,39.92959318994238
715463,112600,2900.0,2025-09-21T11:50:19.110,40.0,39.771,39.897874551953905
715563,112700,3000.0,2025-09-21T11:50:19.209,40.0,39.788,39.87589964156312
715663,112800,3100.0,2025-09-21T11:50:19.310,40.0,39.788,39.858319713250495
715763,112900,3200.0,2025-09-21T11:50:19.409,40.0,39.788,39.8442557706004
715863,113000,3300.0,2025-09-21T11:50:19.510,40.0,39.788,39.83300461648032
715963,113100,3400.0,2025-09-21T11:50:19.609,40.0,39.788,39.82400369318426
716063,113200,3500.0,2025-09-21T11:50:19.710,40.0,39.788,39.81680295454741
716163,113300,3600.0,2025-09-21T11:50:19.810,40.0,39.788,39.81104236363793
716263,113400,3700.0,2025-09-21T11:50:19.909,40.0,39.788,39.80643389091034
716363,113500,3800.0,2025-09-21T11:50:20.009,40.0,39.788,39.80274711272827
716463,113600,3900.0,2025-09-21T11:50:20.110,40.0,39.788,39.799797690182615
716563,113700,4000.0,2025-09-21T11:50:20.210,40.0,39.788,39.79743815214609
716663,113800,4100.0,2025-09-21T11:50:20.309,40.0,39.788,39.795550521716876
716763,113900,4200.0,2025-09-21T11:50:20.409,40.0,39.788,39.7940404173735
716863,114000,4300.0,2025-09-21T11:50:20.510,40.0,39.788,39.7928323338988
716963,114100,4400.0,2025-09-21T11:50:20.609,40.0,39.788,39.79186586711904
717063,114200,4500.0,2025-09-21T11:50:20.709,40.0,39.771,39.787692693695234
717163,114300,4600.0,2025-09-21T11:50:20.810,40.0,39.788,39.78775415495619
717263,114400,4700.0,2025-09-21T11:50:20.910,40.0,39.788,39.78780332396495
717363,114500,4800.0,2025-09-21T11:50:21.010,40.0,39.771,39.78444265917196
717463,114600,4900.0,2025-09-21T11:50:21.109,40.0,39.788,39.78515412733756
717563,114700,5000.0,2025-09-21T11:50:21.210,40.0,39.771,39.78232330187005
717663,114800,5100.0,2025-09-21T11:50:21.309,40.0,39.771,39.78005864149604
717763,114900,5200.0,2025-09-21T11:50:21.410,40.0,39.788,39.78164691319684
717863,115000,5300.0,2025-09-21T11:50:21.509,40.0,39.771,39.77951753055747
717963,115100,5400.0,2025-09-21T11:50:21.609,40.0,39.788,39.78121402444597
718063,115200,5500.0,2025-09-21T11:50:21.710,40.0,39.788,39.78257121955678
718163,115300,5600.0,2025-09-21T11:50:21.809,40.0,39.788,39.78365697564543
718263,115400,5700.0,2025-09-21T11:50:21.909,40.0,39.788,39.784525580516345
718363,115500,5800.0,2025-09-21T11:50:22.009,40.0,39.788,39.78522046441307
718463,115600,5900.0,2025-09-21T11:50:22.109,40.0,39.788,39.78577637153046
718563,115700,6000.0,2025-09-21T11:50:22.210,40.0,39.788,39.78622109722437
718663,115800,6100.0,2025-09-21T11:50:22.309,40.0,39.788,39.786576877779495
718763,115900,6200.0,2025-09-21T11:50:22.410,40.0,39.788,39.7868615022236
718863,116000,6300.0,2025-09-21T11:50:22.509,40.0,39.771,39.783689201778884
718963,116100,6400.0,2025-09-21T11:50:22.610,40.0,39.788,39.78455136142311
719063,116200,6500.0,2025-09-21T11:50:22.709,40.0,40.148,39.85724108913849
719163,116300,6600.0,2025-09-21T11:50:22.810,40.0,40.148,39.91539287131079
719263,116400,6700.0,2025-09-21T11:50:22.909,40.0,39.719,39.87611429704864
719363,116500,6800.0,2025-09-21T11:50:23.009,40.0,39.737,39.84829143763891
719463,116600,6900.0,2025-09-21T11:50:23.109,40.0,39.719,39.82243315011113
719563,116700,7000.0,2025-09-21T11:50:23.209,40.0,39.719,39.801746520088905
719663,116800,7100.0,2025-09-21T11:50:23.310,40.0,39.719,39.785197216071126
719763,116900,7200.0,2025-09-21T11:50:23.409,40.0,39.737,39.7755577728569
719863,117000,7300.0,2025-09-21T11:50:23.509,40.0,39.719,39.76424621828552
719963,117100,7400.0,2025-09-21T11:50:23.609,40.0,39.788,39.76899697462842
720063,117200,7500.0,2025-09-21T11:50:23.709,40.0,39.771,39.76939757970274
720163,117300,7600.0,2025-09-21T11:50:23.809,40.0,39.788,39.7731180637622
720263,117400,7700.0,2025-09-21T11:50:23.909,40.0,39.771,39.772694451009755
720363,117500,7800.0,2025-09-21T11:50:24.009,40.0,39.788,39.77575556080781
720463,117600,7900.0,2025-09-21T11:50:24.109,40.0,39.788,39.77820444864625
720563,117700,8000.0,2025-09-21T11:50:24.209,40.0,39.788,39.780163558916996
720663,117800,8100.0,2025-09-21T11:50:24.309,40.0,39.788,39.7817308471336
720763,117900,8200.0,2025-09-21T11:50:24.410,40.0,39.788,39.78298467770688
720863,118000,8300.0,2025-09-21T11:50:24.510,40.0,39.788,39.78398774216551
720963,118100,8400.0,2025-09-21T11:50:24.609,40.0,40.148,39.85679019373241
721063,118200,8500.0,2025-09-21T11:50:24.710,40.0,39.771,39.83963215498593
721163,118300,8600.0,2025-09-21T11:50:24.810,40.0,39.788,39.82930572398874
721263,118400,8700.0,2025-09-21T11:50:24.909,40.0,39.771,39.817644579191
721363,118500,8800.0,2025-09-21T11:50:25.009,40.0,39.788,39.8117156633528
721463,118600,8900.0,2025-09-21T11:50:25.109,40.0,39.788,39.806972530682245
721563,118700,9000.0,2025-09-21T11:50:25.210,40.0,39.788,39.8031780245458
721663,118800,9100.0,2025-09-21T11:50:25.309,40.0,40.148,39.872142419636646
721763,118900,9200.0,2025-09-21T11:50:25.409,40.0,39.719,39.84151393570932
721863,119000,9300.0,2025-09-21T11:50:25.509,40.0,39.719,39.81701114856746
721963,119100,9400.0,2025-09-21T11:50:25.610,40.0,39.737,39.80100891885397
722063,119200,9500.0,2025-09-21T11:50:25.710,40.0,39.719,39.78460713508318
722163,119300,9600.0,2025-09-21T11:50:25.809,40.0,39.719,39.77148570806654
722263,119400,9700.0,2025-09-21T11:50:25.909,40.0,39.719,39.760988566453236
722363,119500,9800.0,2025-09-21T11:50:26.009,40.0,39.788,39.76639085316259
722463,119600,9900.0,2025-09-21T11:50:26.109,40.0,39.771,39.767312682530076
722563,119700,10000.0,2025-09-21T11:50:26.209,40.0,39.771,39.768050146024066
722663,119800,10100.0,2025-09-21T11:50:26.310,40.0,40.148,39.84404011681926
722763,119900,10200.0,2025-09-21T11:50:26.409,40.0,39.771,39.82943209345541
722863,120000,10300.0,2025-09-21T11:50:26.509,40.0,39.788,39.821145674764324
722963,120100,10400.0,2025-09-21T11:50:26.609,40.0,39.771,39.811116539811465
723063,120200,10500.0,2025-09-21T11:50:26.709,40.0,39.788,39.806493231849174
723163,120300,10600.0,2025-09-21T11:50:26.810,40.0,39.771,39.79939458547934
723263,120400,10700.0,2025-09-21T11:50:26.910,40.0,39.788,39.79711566838347
723363,120500,10800.0,2025-09-21T11:50:27.009,40.0,39.771,39.791892534706776
723463,120600,10900.0,2025-09-21T11:50:27.109,40.0,39.788,39.79111402776542
723563,120700,11000.0,2025-09-21T11:50:27.210,40.0,39.788,39.79049122221234
723663,120800,11100.0,2025-09-21T11:50:27.309,40.0,39.771,39.78659297776987
723763,120900,11200.0,2025-09-21T11:50:27.409,40.0,40.148,39.8588743822159
723863,121000,11300.0,2025-09-21T11:50:27.508,40.0,40.148,39.916699505772726
723963,121100,11400.0,2025-09-21T11:50:27.609,40.0,40.148,39.962959604618185
724063,121200,11500.0,2025-09-21T11:50:27.709,40.0,40.148,39.99996768369455
724163,121300,11600.0,2025-09-21T11:50:27.809,40.0,39.719,39.94377414695564
724263,121400,11700.0,2025-09-21T11:50:27.909,40.0,39.719,39.89881931756452
724363,121500,11800.0,2025-09-21T11:50:28.009,40.0,39.719,39.86285545405162
724463,121600,11900.0,2025-09-21T11:50:28.109,40.0,39.719,39.834084363241296
724563,121700,12000.0,2025-09-21T11:50:28.209,40.0,39.719,39.81106749059304
724663,121800,12100.0,2025-09-21T11:50:28.309,40.0,39.719,39.792653992474435
724763,121900,12200.0,2025-09-21T11:50:28.409,40.0,39.719,39.777923193979554
724863,122000,12300.0,2025-09-21T11:50:28.509,40.0,39.719,39.766138555183645
724963,122100,12400.0,2025-09-21T11:50:28.610,40.0,39.719,39.756710844146916
725063,122200,12500.0,2025-09-21T11:50:28.709,40.0,39.719,39.749168675317534
725163,122300,12600.0,2025-09-21T11:50:28.809,40.0,40.148,39.82893494025403
725263,122400,12700.0,2025-09-21T11:50:28.909,40.0,39.719,39.806947952203224
725363,122500,12800.0,2025-09-21T11:50:29.009,40.0,39.719,39.78935836176258
725463,122600,12900.0,2025-09-21T11:50:29.109,40.0,39.719,39.775286689410066
725563,122700,13000.0,2025-09-21T11:50:29.209,40.0,39.719,39.76402935152806
725663,122800,13100.0,2025-09-21T11:50:29.309,40.0,40.131,39.83742348122245
725763,122900,13200.0,2025-09-21T11:50:29.409,40.0,40.148,39.89953878497796
725863,123000,13300.0,2025-09-21T11:50:29.509,40.0,39.719,39.86343102798237
725963,123100,13400.0,2025-09-21T11:50:29.609,40.0,39.771,39.8449448223859
726063,123200,13500.0,2025-09-21T11:50:29.709,40.0,39.771,39.83015585790872
726163,123300,13600.0,2025-09-21T11:50:29.808,40.0,39.771,39.818324686326974
736563,133700,0.0,2025-09-21T11:50:40.209,50.0,49.598,41.774259749061585
736663,133800,100.0,2025-09-21T11:50:40.310,50.0,49.649,43.34920779924927
736763,133900,200.0,2025-09-21T11:50:40.410,50.0,49.649,44.60916623939942
736863,134000,300.0,2025-09-21T11:50:40.510,50.0,49.615,45.61033299151954
736963,134100,400.0,2025-09-21T11:50:40.609,50.0,49.649,46.41806639321563
737063,134200,500.0,2025-09-21T11:50:40.709,50.0,49.649,47.06425311457251
737163,134300,600.0,2025-09-21T11:50:40.809,50.0,49.666,47.58460249165801
737263,134400,700.0,2025-09-21T11:50:40.909,50.0,49.666,48.00088199332641
737363,134500,800.0,2025-09-21T11:50:41.009,50.0,49.666,48.33390559466113
737463,134600,900.0,2025-09-21T11:50:41.109,50.0,49.666,48.60032447572891
737563,134700,1000.0,2025-09-21T11:50:41.209,50.0,49.666,48.81345958058313
737663,134800,1100.0,2025-09-21T11:50:41.309,50.0,50.027,49.05616766446651
737763,134900,1200.0,2025-09-21T11:50:41.409,50.0,50.044,49.25373413157321
737863,135000,1300.0,2025-09-21T11:50:41.509,50.0,50.044,49.41178730525857
737963,135100,1400.0,2025-09-21T11:50:41.609,50.0,50.044,49.53822984420686
738063,135200,1500.0,2025-09-21T11:50:41.709,50.0,49.632,49.55698387536549
738163,135300,1600.0,2025-09-21T11:50:41.809,50.0,49.632,49.5719871002924
738263,135400,1700.0,2025-09-21T11:50:41.909,50.0,49.666,49.59078968023392
738363,135500,1800.0,2025-09-21T11:50:42.009,50.0,49.666,49.605831744187135
738463,135600,1900.0,2025-09-21T11:50:42.109,50.0,49.666,49.61786539534971
738563,135700,2000.0,2025-09-21T11:50:42.209,50.0,49.684,49.63109231627977
738663,135800,2100.0,2025-09-21T11:50:42.309,50.0,49.684,49.64167385302382
738763,135900,2200.0,2025-09-21T11:50:42.409,50.0,49.684,49.65013908241905
738863,136000,2300.0,2025-09-21T11:50:42.509,50.0,49.684,49.65691126593524
738963,136100,2400.0,2025-09-21T11:50:42.609,50.0,49.684,49.662329012748195
739063,136200,2500.0,2025-09-21T11:50:42.710,50.0,49.666,49.66306321019856
739163,136300,2600.0,2025-09-21T11:50:42.809,50.0,49.666,49.66365056815885
739263,136400,2700.0,2025-09-21T11:50:42.909,50.0,50.044,49.73972045452708
739363,136500,2800.0,2025-09-21T11:50:43.009,50.0,49.632,49.718176363621666
739463,136600,2900.0,2025-09-21T11:50:43.109,50.0,49.632,49.70094109089734
739563,136700,3000.0,2025-09-21T11:50:43.209,50.0,49.615,49.683752872717875
739663,136800,3100.0,2025-09-21T11:50:43.309,50.0,49.615,49.6700022981743
739763,136900,3200.0,2025-09-21T11:50:43.409,50.0,49.615,49.659001838539446
739863,137000,3300.0,2025-09-21T11:50:43.510,50.0,49.632,49.65360147083156
739963,137100,3400.0,2025-09-21T11:50:43.610,50.0,49.615,49.645881176665256
740063,137200,3500.0,2025-09-21T11:50:43.709,50.0,49.632,49.64310494133221
740163,137300,3600.0,2025-09-21T11:50:43.809,50.0,49.632,49.640883953065774
740263,137400,3700.0,2025-09-21T11:50:43.910,50.0,49.632,49.639107162452625
740363,137500,3800.0,2025-09-21T11:50:44.009,50.0,49.684,49.6480857299621
740463,137600,3900.0,2025-09-21T11:50:44.109,50.0,49.632,49.64486858396968
740563,137700,4000.0,2025-09-21T11:50:44.210,50.0,49.632,49.64229486717575
740663,137800,4100.0,2025-09-21T11:50:44.309,50.0,49.632,49.6402358937406
740763,137900,4200.0,2025-09-21T11:50:44.410,50.0,49.615,49.63518871499249
740863,138000,4300.0,2025-09-21T11:50:44.509,50.0,49.632,49.634550971993995
740963,138100,4400.0,2025-09-21T11:50:44.609,50.0,49.632,49.6340407775952
741063,138200,4500.0,2025-09-21T11:50:44.709,50.0,49.615,49.630232622076164
741163,138300,4600.0,2025-09-21T11:50:44.809,50.0,49.632,49.63058609766094
741263,138400,4700.0,2025-09-21T11:50:44.909,50.0,49.615,49.62746887812875
741363,138500,4800.0,2025-09-21T11:50:45.009,50.0,49.615,49.62497510250301
741463,138600,4900.0,2025-09-21T11:50:45.109,50.0,49.632,49.62638008200241
741563,138700,5000.0,2025-09-21T11:50:45.208,50.0,49.615,49.624104065601934
741663,138800,5100.0,2025-09-21T11:50:45.308,50.0,49.632,49.62568325248155
741763,138900,5200.0,2025-09-21T11:50:45.409,50.0,49.615,49.62354660198525
741863,139000,5300.0,2025-09-21T11:50:45.508,50.0,49.632,49.6252372815882
741963,139100,5400.0,2025-09-21T11:50:45.608,50.0,49.632,49.626589825270564
742063,139200,5500.0,2025-09-21T11:50:45.708,50.0,49.632,49.62767186021645
742163,139300,5600.0,2025-09-21T11:50:45.809,50.0,49.632,49.628537488173166
742263,139400,5700.0,2025-09-21T11:50:45.909,50.0,49.632,49.62922999053853
742363,139500,5800.0,2025-09-21T11:50:46.010,50.0,49.632,49.62978399243083
742463,139600,5900.0,2025-09-21T11:50:46.110,50.0,49.666,49.63702719394467
742563,139700,6000.0,2025-09-21T11:50:46.209,50.0,50.044,49.71842175515574
742663,139800,6100.0,2025-09-21T11:50:46.310,50.0,50.044,49.783537404124594
742763,139900,6200.0,2025-09-21T11:50:46.409,50.0,49.666,49.760029923299676
742863,140000,6300.0,2025-09-21T11:50:46.509,50.0,50.044,49.81682393863974
742963,140100,6400.0,2025-09-21T11:50:46.609,50.0,50.044,49.8622591509118
743063,140200,6500.0,2025-09-21T11:50:46.709,50.0,50.044,49.89860732072944
743163,140300,6600.0,2025-09-21T11:50:46.809,50.0,50.044,49.92768585658356
743263,140400,6700.0,2025-09-21T11:50:46.910,50.0,50.044,49.95094868526685
743363,140500,6800.0,2025-09-21T11:50:47.010,50.0,49.632,49.88715894821348
743463,140600,6900.0,2025-09-21T11:50:47.109,50.0,49.615,49.83272715857079
743563,140700,7000.0,2025-09-21T11:50:47.209,50.0,49.615,49.78918172685664
743663,140800,7100.0,2025-09-21T11:50:47.309,50.0,49.615,49.754345381485315
743763,140900,7200.0,2025-09-21T11:50:47.410,50.0,50.044,49.812276305188256
743863,141000,7300.0,2025-09-21T11:50:47.509,50.0,49.632,49.77622104415061
743963,141100,7400.0,2025-09-21T11:50:47.609,50.0,49.632,49.747376835320495
744063,141200,7500.0,2025-09-21T11:50:47.709,50.0,50.044,49.8067014682564
744163,141300,7600.0,2025-09-21T11:50:47.809,50.0,49.632,49.771761174605125
744263,141400,7700.0,2025-09-21T11:50:47.909,50.0,49.632,49.7438089396841
744363,141500,7800.0,2025-09-21T11:50:48.009,50.0,49.615,49.718047151747285
744463,141600,7900.0,2025-09-21T11:50:48.109,50.0,49.632,49.70083772139783
744563,141700,8000.0,2025-09-21T11:50:48.210,50.0,49.632,49.68707017711827
744663,141800,8100.0,2025-09-21T11:50:48.309,50.0,49.632,49.67605614169462
744763,141900,8200.0,2025-09-21T11:50:48.409,50.0,49.632,49.6672449133557
744863,142000,8300.0,2025-09-21T11:50:48.509,50.0,49.632,49.660195930684566
744963,142100,8400.0,2025-09-21T11:50:48.609,50.0,49.632,49.654556744547655
745063,142200,8500.0,2025-09-21T11:50:48.709,50.0,49.615,49.64664539563813
745163,142300,8600.0,2025-09-21T11:50:48.809,50.0,49.632,49.643716316510506
745263,142400,8700.0,2025-09-21T11:50:48.909,50.0,49.615,49.63797305320841
745363,142500,8800.0,2025-09-21T11:50:49.009,50.0,49.632,49.63677844256674
745463,142600,8900.0,2025-09-21T11:50:49.109,50.0,49.615,49.632422754053394
745563,142700,9000.0,2025-09-21T11:50:49.209,50.0,49.615,49.62893820324272
745663,142800,9100.0,2025-09-21T11:50:49.309,50.0,49.615,49.62615056259418
745763,142900,9200.0,2025-09-21T11:50:49.409,50.0,49.992,49.69932045007535
745863,143000,9300.0,2025-09-21T11:50:49.509,50.0,49.615,49.682456360060286
745963,143100,9400.0,2025-09-21T11:50:49.609,50.0,49.615,49.66896508804823
746063,143200,9500.0,2025-09-21T11:50:49.709,50.0,49.615,49.65817207043859
746163,143300,9600.0,2025-09-21T11:50:49.809,50.0,49.615,49.64953765635087
746263,143400,9700.0,2025-09-21T11:50:49.909,50.0,49.615,49.6426301250807
746363,143500,9800.0,2025-09-21T11:50:50.009,50.0,49.666,49.64730410006456
746463,143600,9900.0,2025-09-21T11:50:50.109,50.0,49.666,49.65104328005165
746563,143700,10000.0,2025-09-21T11:50:50.209,50.0,49.666,49.65403462404132
746663,143800,10100.0,2025-09-21T11:50:50.309,50.0,49.666,49.65642769923306
746763,143900,10200.0,2025-09-21T11:50:50.409,50.0,49.666,49.65834215938645
746863,144000,10300.0,2025-09-21T11:50:50.509,50.0,49.649,49.656473727509166
746963,144100,10400.0,2025-09-21T11:50:50.609,50.0,49.666,49.658378982007335
747063,144200,10500.0,2025-09-21T11:50:50.709,50.0,49.649,49.65650318560587
747163,144300,10600.0,2025-09-21T11:50:50.809,50.0,49.666,49.6584025484847
747263,144400,10700.0,2025-09-21T11:50:50.909,50.0,49.666,49.65992203878776
747363,144500,10800.0,2025-09-21T11:50:51.009,50.0,49.666,49.661137631030215
747463,144600,10900.0,2025-09-21T11:50:51.109,50.0,49.649,49.65871010482417
747563,144700,11000.0,2025-09-21T11:50:51.209,50.0,49.649,49.65676808385934
747663,144800,11100.0,2025-09-21T11:50:51.309,50.0,49.649,49.655214467087475
747763,144900,11200.0,2025-09-21T11:50:51.409,50.0,49.649,49.653971573669985
747863,145000,11300.0,2025-09-21T11:50:51.509,50.0,49.649,49.65297725893599
747963,145100,11400.0,2025-09-21T11:50:51.609,50.0,49.666,49.65558180714879
748063,145200,11500.0,2025-09-21T11:50:51.709,50.0,49.649,49.654265445719034
748163,145300,11600.0,2025-09-21T11:50:51.808,50.0,49.649,49.65321235657523
762863,160000,0.0,2025-09-21T11:51:06.509,60.0,59.133,51.549169885260184
762963,160100,100.0,2025-09-21T11:51:06.609,60.0,58.722,52.983735908208146
763063,160200,200.0,2025-09-21T11:51:06.709,60.0,58.739,54.13478872656652
763163,160300,300.0,2025-09-21T11:51:06.809,60.0,58.739,55.055630981253216
763263,160400,400.0,2025-09-21T11:51:06.909,60.0,59.15,55.87450478500257
763363,160500,500.0,2025-09-21T11:51:07.009,60.0,59.15,56.52960382800206
763463,160600,600.0,2025-09-21T11:51:07.109,60.0,59.133,57.05028306240165
763563,160700,700.0,2025-09-21T11:51:07.209,60.0,59.133,57.46682644992132
763663,160800,800.0,2025-09-21T11:51:07.309,60.0,58.739,57.72126115993706
763763,160900,900.0,2025-09-21T11:51:07.409,60.0,58.739,57.92480892794965
763863,161000,1000.0,2025-09-21T11:51:07.509,60.0,58.722,58.08424714235972
763963,161100,1100.0,2025-09-21T11:51:07.609,60.0,58.739,58.215197713887775
764063,161200,1200.0,2025-09-21T11:51:07.709,60.0,58.756,58.32335817111023
764163,161300,1300.0,2025-09-21T11:51:07.810,60.0,58.739,58.40648653688818
764263,161400,1400.0,2025-09-21T11:51:07.909,60.0,58.704,58.46598922951055
764363,161500,1500.0,2025-09-21T11:51:08.009,60.0,58.722,58.51719138360844
764463,161600,1600.0,2025-09-21T11:51:08.109,60.0,58.722,58.558153106886756
764563,161700,1700.0,2025-09-21T11:51:08.209,60.0,58.722,58.59092248550941
