t_ms,t_rel_ms_global,t_rel_ms_truth,host_time_iso,true_distance_cm,measured_dist_cm,dist_lp_cm
770463,167600,7600.0,2025-09-21T11:51:14.109,60.0,58.756,58.87190354034834
770563,167700,7700.0,2025-09-21T11:51:14.209,60.0,58.773,58.847177655261255
770663,167800,7800.0,2025-09-21T11:51:14.309,60.0,59.167,58.927133241445944
770763,167900,7900.0,2025-09-21T11:51:14.402,60.0,0.806,44.39684993108446
770863,168000,8000.0,2025-09-21T11:51:14.502,60.0,0.806,33.49913744831335
770963,168100,8100.0,2025-09-21T11:51:14.602,60.0,0.806,25.32585308623501
771063,168200,8200.0,2025-09-21T11:51:14.703,60.0,0.806,19.195889814676256
771163,168300,8300.0,2025-09-21T11:51:14.809,60.0,59.202,29.19741736100719
771263,168400,8400.0,2025-09-21T11:51:14.909,60.0,58.79,36.59556302075539
771363,168500,8500.0,2025-09-21T11:51:15.009,60.0,58.79,42.144172265566546
771463,168600,8600.0,2025-09-21T11:51:15.109,60.0,58.79,46.30562919917491
771563,168700,8700.0,2025-09-21T11:51:15.209,60.0,58.79,49.42672189938118
771663,168800,8800.0,2025-09-21T11:51:15.309,60.0,59.219,51.874791424535886
771763,168900,8900.0,2025-09-21T11:51:15.409,60.0,58.807,53.60784356840192
771863,169000,9000.0,2025-09-21T11:51:15.509,60.0,59.219,55.01063267630144
771963,169100,9100.0,2025-09-21T11:51:15.609,60.0,58.807,55.959724507226085
772063,169200,9200.0,2025-09-21T11:51:15.708,60.0,59.219,56.774543380419566
772163,169300,9300.0,2025-09-21T11:51:15.809,60.0,59.219,57.38565753531468
772263,169400,9400.0,2025-09-21T11:51:15.909,60.0,59.219,57.84399315148601
772363,169500,9500.0,2025-09-21T11:51:16.009,60.0,58.859,58.09774486361451
772463,169600,9600.0,2025-09-21T11:51:16.108,60.0,58.859,58.28805864771088
772563,169700,9700.0,2025-09-21T11:51:16.208,60.0,58.859,58.43079398578316
772663,169800,9800.0,2025-09-21T11:51:16.309,60.0,58.859,58.53784548933737
772763,169900,9900.0,2025-09-21T11:51:16.402,60.0,0.806,44.104884117003024
772863,170000,10000.0,2025-09-21T11:51:16.502,60.0,0.806,33.28016308775227
772963,170100,10100.0,2025-09-21T11:51:16.609,60.0,58.859,39.674872315814206
773063,170200,10200.0,2025-09-21T11:51:16.708,60.0,58.859,44.470904236860655
773163,170300,10300.0,2025-09-21T11:51:16.808,60.0,58.859,48.06792817764549
773263,170400,10400.0,2025-09-21T11:51:16.909,60.0,58.859,50.765696133234115
773363,170500,10500.0,2025-09-21T11:51:17.009,60.0,59.219,52.879022099925585
773463,170600,10600.0,2025-09-21T11:51:17.109,60.0,58.842,54.36976657494419
773563,170700,10700.0,2025-09-21T11:51:17.208,60.0,58.842,55.48782493120814
773663,170800,10800.0,2025-09-21T11:51:17.302,60.0,0.806,41.8173686984061
773763,170900,10900.0,2025-09-21T11:51:17.402,60.0,0.806,31.564526523804574
773863,171000,11000.0,2025-09-21T11:51:17.502,60.0,0.806,23.87489489285343
773963,171100,11100.0,2025-09-21T11:51:17.602,60.0,0.806,18.10767116964007
774063,171200,11200.0,2025-09-21T11:51:17.703,60.0,0.806,13.782253377230052
774163,171300,11300.0,2025-09-21T11:51:17.803,60.0,0.806,10.53819003292254
774263,171400,11400.0,2025-09-21T11:51:17.902,60.0,0.806,8.105142524691905
774363,171500,11500.0,2025-09-21T11:51:18.008,60.0,58.859,20.793606893518927
774463,171600,11600.0,2025-09-21T11:51:18.109,60.0,58.859,30.309955170139197
774563,171700,11700.0,2025-09-21T11:51:18.208,60.0,59.27,37.5499663776044
774663,171800,11800.0,2025-09-21T11:51:18.309,60.0,59.27,42.9799747832033
774763,171900,11900.0,2025-09-21T11:51:18.408,60.0,58.876,46.953981087402475
